incident_id,actor,action,location,time_period,severity,contributing_factor
4000,Worker-A3,entered restricted zone,Storage-East,early-morning,high,procedural-gap
4001,Worker-D0,removed guard,Corridor-South,late-afternoon,moderate,fatigue
4002,Worker-F1,disabled sensor,Control-Room,night,critical,communication-failure
4003,Worker-A0,crossed barrier,Storage-West,early-afternoon,critical,weather-conditions
4004,Worker-B4,started machine early,Yard-Exterior,noon,critical,complacency
4005,Worker-F4,used wrong tool,Storage-East,early-afternoon,moderate,time-pressure
4006,Worker-F1,spilled solvent,Bay-1,mid-morning,moderate,distraction
4007,Worker-B1,dropped container,Corridor-North,evening,low,complacency
4008,Worker-B0,misread gauge,Loading-Dock,early-morning,low,communication-failure
4009,Worker-C4,skipped inspection,Storage-West,late-morning,moderate,understaffing
4010,Worker-C4,left valve open,Control-Room,early-morning,low,inadequate-training
4011,Worker-D0,started machine early,Bay-1,late-morning,minor,inadequate-training
4012,Worker-F4,mixed chemicals,Loading-Dock,noon,high,inadequate-training
4013,Worker-F1,disabled sensor,Mezzanine,night,high,poor-lighting
4014,Worker-D2,forgot PPE,Basement-Pump,early-morning,minor,equipment-malfunction
4015,Worker-B0,mixed chemicals,Storage-East,early-afternoon,minor,weather-conditions
4016,Worker-D1,forgot PPE,Corridor-South,noon,moderate,weather-conditions
4017,Worker-D0,bypassed lock,Bay-4,late-afternoon,high,time-pressure
4018,Worker-D4,mixed chemicals,Yard-Exterior,early-morning,low,time-pressure
4019,Worker-F1,spilled solvent,Corridor-North,noon,low,complacency
4020,Worker-E3,used wrong tool,Storage-West,early-morning,low,time-pressure
4021,Worker-A0,ignored alarm,Loading-Dock,evening,critical,procedural-gap
4022,Worker-B2,used wrong tool,Roof-Access,noon,high,supervision-lapse
4023,Worker-B4,dropped container,Control-Room,evening,high,understaffing
4024,Worker-E4,exceeded load limit,Roof-Access,night,low,understaffing
4025,Worker-D2,dropped container,Bay-1,night,critical,poor-lighting
4026,Worker-E0,used wrong tool,Corridor-North,late-afternoon,high,distraction
4027,Worker-E1,crossed barrier,Bay-2,late-morning,high,time-pressure
4028,Worker-F2,mixed chemicals,Storage-East,noon,low,weather-conditions
4029,Worker-E4,started machine early,Storage-East,evening,minor,time-pressure
4030,Worker-A1,skipped inspection,Corridor-North,evening,minor,fatigue
4031,Worker-E3,started machine early,Basement-Pump,night,moderate,equipment-malfunction
4032,Worker-B3,mixed chemicals,Storage-East,evening,minor,poor-lighting
4033,Worker-C1,mixed chemicals,Storage-West,evening,critical,communication-failure
4034,Worker-C2,crossed barrier,Yard-Exterior,early-morning,moderate,equipment-malfunction
4035,Worker-C3,used wrong tool,Bay-1,early-afternoon,low,supervision-lapse
4036,Worker-D1,entered restricted zone,Storage-East,late-afternoon,high,understaffing
4037,Worker-E4,exceeded load limit,Storage-East,noon,moderate,fatigue
4038,Worker-B0,skipped inspection,Corridor-North,early-morning,high,inadequate-training
4039,Worker-C0,removed guard,Storage-East,noon,high,communication-failure
4040,Worker-D2,bypassed lock,Bay-3,early-morning,high,communication-failure
4041,Worker-F2,started machine early,Yard-Exterior,evening,moderate,supervision-lapse
4042,Worker-E1,ignored alarm,Yard-Exterior,evening,high,procedural-gap
4043,Worker-D4,overloaded circuit,Corridor-South,mid-morning,high,communication-failure
4044,Worker-B1,ignored alarm,Storage-West,late-afternoon,low,weather-conditions
4045,Worker-F3,bypassed lock,Basement-Pump,noon,high,understaffing
4046,Worker-A2,dropped container,Roof-Access,early-morning,minor,time-pressure
4047,Worker-A1,forgot PPE,Storage-West,mid-morning,critical,fatigue
4048,Worker-D3,exceeded load limit,Bay-1,mid-morning,minor,supervision-lapse
4049,Worker-C1,entered restricted zone,Roof-Access,early-morning,high,understaffing
4050,Worker-B1,disabled sensor,Roof-Access,early-afternoon,high,time-pressure
4051,Worker-A1,misread gauge,Basement-Pump,early-morning,high,distraction
4052,Worker-A3,spilled solvent,Storage-East,evening,moderate,time-pressure
4053,Worker-E2,exceeded load limit,Storage-West,early-afternoon,moderate,equipment-malfunction
4054,Worker-A0,tripped over cable,Storage-West,early-morning,high,weather-conditions
4055,Worker-D3,removed guard,Mezzanine,late-afternoon,high,complacency
4056,Worker-D2,used wrong tool,Storage-East,late-afternoon,minor,communication-failure
4057,Worker-B4,mixed chemicals,Control-Room,evening,high,fatigue
4058,Worker-E0,tripped over cable,Storage-West,noon,minor,distraction
4059,Worker-E2,disabled sensor,Corridor-South,mid-morning,moderate,procedural-gap
4060,Worker-C4,mixed chemicals,Storage-East,mid-morning,moderate,complacency
4061,Worker-C1,dropped container,Bay-2,night,moderate,inadequate-training
4062,Worker-F0,stored improperly,Corridor-North,late-morning,low,inadequate-training
4063,Worker-E3,skipped inspection,Storage-West,mid-morning,critical,procedural-gap
4064,Worker-F1,misread gauge,Mezzanine,early-afternoon,minor,inadequate-training
4065,Worker-B0,removed guard,Roof-Access,late-afternoon,low,fatigue
4066,Worker-C1,spilled solvent,Corridor-South,early-afternoon,low,distraction
4067,Worker-D3,left valve open,Corridor-North,mid-morning,moderate,communication-failure
4068,Worker-A2,overloaded circuit,Bay-4,early-afternoon,moderate,distraction
4069,Worker-C2,stored improperly,Mezzanine,late-afternoon,critical,supervision-lapse
4070,Worker-A3,overloaded circuit,Bay-3,early-afternoon,critical,supervision-lapse
4071,Worker-F2,left valve open,Mezzanine,late-afternoon,moderate,distraction
4072,Worker-A0,forgot PPE,Bay-4,early-morning,high,inadequate-training
4073,Worker-F3,crossed barrier,Yard-Exterior,late-morning,minor,inadequate-training
4074,Worker-B0,stored improperly,Bay-5,noon,minor,equipment-malfunction
4075,Worker-A0,overloaded circuit,Bay-1,night,moderate,inadequate-training
4076,Worker-D0,removed guard,Bay-5,evening,high,supervision-lapse
4077,Worker-F3,dropped container,Basement-Pump,night,critical,fatigue
4078,Worker-A2,skipped inspection,Storage-West,mid-morning,minor,poor-lighting
4079,Worker-D4,forgot PPE,Bay-2,early-morning,low,understaffing
4080,Worker-F1,used wrong tool,Bay-3,noon,moderate,procedural-gap
4081,Worker-E1,crossed barrier,Storage-East,early-morning,critical,weather-conditions
4082,Worker-B1,entered restricted zone,Storage-West,early-morning,low,distraction
4083,Worker-E0,forgot PPE,Bay-3,late-morning,moderate,time-pressure
4084,Worker-B0,misread gauge,Roof-Access,late-morning,moderate,weather-conditions
4085,Worker-E3,removed guard,Storage-West,late-morning,minor,fatigue
4086,Worker-A2,bypassed lock,Mezzanine,night,low,complacency
4087,Worker-D0,forgot PPE,Storage-West,mid-morning,moderate,time-pressure
4088,Worker-E2,removed guard,Bay-5,late-morning,moderate,inadequate-training
4089,Worker-E3,dropped container,Corridor-North,evening,low,equipment-malfunction
4090,Worker-E3,dropped container,Control-Room,late-morning,moderate,complacency
4091,Worker-F1,skipped inspection,Bay-5,noon,minor,communication-failure
4092,Worker-F2,bypassed lock,Bay-4,night,high,fatigue
4093,Worker-A1,blocked exit path,Corridor-North,mid-morning,moderate,distraction
4094,Worker-F4,stored improperly,Storage-East,evening,minor,complacency
4095,Worker-B3,misread gauge,Yard-Exterior,noon,minor,equipment-malfunction
4096,Worker-C4,bypassed lock,Storage-West,noon,low,distraction
4097,Worker-A1,bypassed lock,Storage-West,evening,moderate,distraction
4098,Worker-E4,started machine early,Yard-Exterior,early-afternoon,critical,inadequate-training
4099,Worker-A1,mixed chemicals,Yard-Exterior,late-afternoon,low,poor-lighting
4100,Worker-C4,skipped inspection,Yard-Exterior,late-afternoon,critical,complacency
4101,Worker-E0,removed guard,Bay-4,late-morning,low,weather-conditions
4102,Worker-D1,removed guard,Bay-3,late-morning,minor,weather-conditions
4103,Worker-A2,stored improperly,Basement-Pump,early-morning,moderate,poor-lighting
4104,Worker-E4,left valve open,Corridor-South,late-morning,minor,distraction
4105,Worker-E3,crossed barrier,Bay-4,late-afternoon,moderate,supervision-lapse
4106,Worker-C3,overloaded circuit,Bay-5,night,high,time-pressure
4107,Worker-E2,exceeded load limit,Corridor-North,early-morning,minor,weather-conditions
4108,Worker-E2,removed guard,Bay-3,mid-morning,high,understaffing
4109,Worker-E1,bypassed lock,Roof-Access,mid-morning,low,distraction
4110,Worker-B1,exceeded load limit,Mezzanine,early-morning,moderate,weather-conditions
4111,Worker-D0,spilled solvent,Bay-1,evening,low,procedural-gap
4112,Worker-D4,spilled solvent,Control-Room,late-morning,high,equipment-malfunction
4113,Worker-D1,overloaded circuit,Bay-3,early-afternoon,minor,distraction
4114,Worker-B3,ignored alarm,Mezzanine,late-morning,low,understaffing
4115,Worker-C1,disabled sensor,Yard-Exterior,night,minor,time-pressure
4116,Worker-F1,overloaded circuit,Bay-5,mid-morning,critical,poor-lighting
4117,Worker-C1,crossed barrier,Bay-1,late-afternoon,low,time-pressure
4118,Worker-D0,dropped container,Corridor-South,mid-morning,moderate,procedural-gap
4119,Worker-A1,ignored alarm,Mezzanine,late-afternoon,critical,supervision-lapse
4120,Worker-F1,left valve open,Control-Room,night,high,communication-failure
4121,Worker-B1,ignored alarm,Roof-Access,noon,critical,poor-lighting
4122,Worker-B4,blocked exit path,Bay-1,early-afternoon,critical,equipment-malfunction
4123,Worker-C4,crossed barrier,Roof-Access,evening,critical,complacency
4124,Worker-D3,blocked exit path,Basement-Pump,early-afternoon,critical,supervision-lapse
4125,Worker-E3,removed guard,Corridor-South,late-morning,moderate,distraction
4126,Worker-A0,crossed barrier,Mezzanine,mid-morning,critical,fatigue
4127,Worker-A1,tripped over cable,Loading-Dock,early-morning,high,inadequate-training
4128,Worker-D3,overloaded circuit,Storage-East,night,critical,supervision-lapse
4129,Worker-F4,stored improperly,Storage-East,mid-morning,moderate,distraction
4130,Worker-C1,bypassed lock,Storage-West,night,minor,poor-lighting
4131,Worker-A3,ignored alarm,Mezzanine,noon,low,understaffing
4132,Worker-A4,used wrong tool,Control-Room,late-morning,high,complacency
4133,Worker-E1,disabled sensor,Yard-Exterior,mid-morning,high,weather-conditions
4134,Worker-B2,removed guard,Roof-Access,early-afternoon,high,fatigue
4135,Worker-D3,crossed barrier,Loading-Dock,noon,minor,complacency
4136,Worker-D4,bypassed lock,Bay-1,early-afternoon,critical,inadequate-training
4137,Worker-F1,bypassed lock,Bay-1,early-afternoon,critical,understaffing
4138,Worker-D3,bypassed lock,Storage-West,late-afternoon,critical,communication-failure
4139,Worker-F4,tripped over cable,Bay-2,evening,high,weather-conditions
4140,Worker-B3,used wrong tool,Corridor-North,mid-morning,high,weather-conditions
4141,Worker-D2,blocked exit path,Corridor-North,early-afternoon,critical,fatigue
4142,Worker-D0,started machine early,Loading-Dock,early-morning,high,fatigue
4143,Worker-D2,left valve open,Loading-Dock,noon,critical,supervision-lapse
4144,Worker-A3,ignored alarm,Mezzanine,late-morning,critical,understaffing
4145,Worker-B1,left valve open,Corridor-South,late-afternoon,critical,procedural-gap
4146,Worker-A3,ignored alarm,Roof-Access,evening,critical,communication-failure
4147,Worker-C2,used wrong tool,Bay-3,evening,minor,complacency
4148,Worker-C2,disabled sensor,Bay-4,mid-morning,low,equipment-malfunction
4149,Worker-D1,removed guard,Roof-Access,early-morning,low,procedural-gap
4150,Worker-E0,blocked exit path,Storage-East,early-morning,low,equipment-malfunction
4151,Worker-F2,forgot PPE,Bay-3,night,critical,equipment-malfunction
4152,Worker-B4,started machine early,Control-Room,late-afternoon,low,time-pressure
4153,Worker-B0,mixed chemicals,Basement-Pump,early-afternoon,critical,supervision-lapse
4154,Worker-E0,dropped container,Mezzanine,early-morning,moderate,inadequate-training
4155,Worker-F0,skipped inspection,Bay-2,noon,low,supervision-lapse
4156,Worker-F2,mixed chemicals,Yard-Exterior,mid-morning,low,inadequate-training
4157,Worker-F4,disabled sensor,Bay-5,noon,minor,supervision-lapse
4158,Worker-A1,forgot PPE,Corridor-South,late-afternoon,low,poor-lighting
4159,Worker-C0,forgot PPE,Control-Room,early-afternoon,high,understaffing
4160,Worker-B4,overloaded circuit,Storage-West,late-afternoon,critical,poor-lighting
4161,Worker-E1,ignored alarm,Control-Room,night,minor,time-pressure
4162,Worker-D1,overloaded circuit,Loading-Dock,early-morning,critical,fatigue
4163,Worker-F3,mixed chemicals,Yard-Exterior,late-afternoon,critical,time-pressure
4164,Worker-F3,bypassed lock,Bay-3,early-morning,critical,inadequate-training
4165,Worker-F4,used wrong tool,Corridor-North,night,moderate,fatigue
4166,Worker-A2,overloaded circuit,Loading-Dock,late-morning,high,fatigue
4167,Worker-A2,left valve open,Yard-Exterior,mid-morning,critical,communication-failure
4168,Worker-A1,exceeded load limit,Corridor-South,late-afternoon,low,poor-lighting
4169,Worker-F4,dropped container,Bay-3,late-afternoon,minor,distraction
4170,Worker-E2,bypassed lock,Bay-1,night,minor,procedural-gap
4171,Worker-D1,bypassed lock,Roof-Access,early-afternoon,low,distraction
4172,Worker-B2,ignored alarm,Storage-East,late-morning,low,inadequate-training
4173,Worker-E1,ignored alarm,Corridor-South,late-morning,critical,weather-conditions
4174,Worker-E1,tripped over cable,Yard-Exterior,night,high,supervision-lapse
4175,Worker-D0,crossed barrier,Bay-2,night,high,understaffing
4176,Worker-D2,ignored alarm,Bay-2,noon,low,equipment-malfunction
4177,Worker-B3,left valve open,Basement-Pump,early-afternoon,minor,understaffing
4178,Worker-B2,exceeded load limit,Corridor-South,late-morning,moderate,complacency
4179,Worker-D4,left valve open,Bay-2,late-afternoon,low,time-pressure
4180,Worker-E4,forgot PPE,Bay-2,early-morning,minor,fatigue
4181,Worker-D3,used wrong tool,Bay-2,noon,high,fatigue
4182,Worker-A0,skipped inspection,Corridor-North,mid-morning,low,inadequate-training
4183,Worker-F3,removed guard,Storage-East,mid-morning,moderate,inadequate-training
4184,Worker-B0,disabled sensor,Control-Room,late-morning,high,equipment-malfunction
4185,Worker-C1,started machine early,Bay-2,late-morning,high,communication-failure
4186,Worker-F1,ignored alarm,Storage-East,late-morning,critical,distraction
4187,Worker-A3,removed guard,Mezzanine,mid-morning,moderate,communication-failure
4188,Worker-A0,overloaded circuit,Yard-Exterior,early-afternoon,critical,inadequate-training
4189,Worker-F3,ignored alarm,Bay-5,mid-morning,high,distraction
4190,Worker-C4,entered restricted zone,Corridor-North,noon,moderate,equipment-malfunction
4191,Worker-E4,mixed chemicals,Corridor-South,late-morning,high,equipment-malfunction
4192,Worker-D0,misread gauge,Mezzanine,early-afternoon,minor,fatigue
4193,Worker-F3,skipped inspection,Basement-Pump,night,low,complacency
4194,Worker-D3,skipped inspection,Bay-3,noon,low,understaffing
4195,Worker-A2,left valve open,Storage-West,noon,minor,poor-lighting
4196,Worker-F3,blocked exit path,Roof-Access,early-afternoon,minor,understaffing
4197,Worker-E4,forgot PPE,Mezzanine,early-morning,minor,time-pressure
4198,Worker-A2,blocked exit path,Storage-West,evening,high,weather-conditions
4199,Worker-D4,removed guard,Control-Room,early-morning,critical,distraction
4200,Worker-A1,used wrong tool,Loading-Dock,late-morning,minor,weather-conditions
4201,Worker-C2,bypassed lock,Corridor-South,evening,moderate,distraction
4202,Worker-B1,used wrong tool,Storage-West,early-morning,moderate,inadequate-training
4203,Worker-D1,spilled solvent,Corridor-North,evening,low,procedural-gap
4204,Worker-E4,entered restricted zone,Control-Room,mid-morning,minor,inadequate-training
4205,Worker-D3,started machine early,Bay-5,mid-morning,high,poor-lighting
4206,Worker-C4,entered restricted zone,Corridor-South,late-morning,critical,time-pressure
4207,Worker-C2,used wrong tool,Storage-West,early-morning,high,poor-lighting
4208,Worker-E2,disabled sensor,Yard-Exterior,mid-morning,low,complacency
4209,Worker-B3,entered restricted zone,Bay-2,early-afternoon,moderate,time-pressure
4210,Worker-F0,skipped inspection,Roof-Access,early-afternoon,critical,weather-conditions
4211,Worker-A0,ignored alarm,Corridor-North,early-afternoon,minor,supervision-lapse
4212,Worker-B0,exceeded load limit,Loading-Dock,night,high,supervision-lapse
4213,Worker-F0,crossed barrier,Storage-East,noon,moderate,poor-lighting
4214,Worker-F0,disabled sensor,Control-Room,late-afternoon,high,procedural-gap
4215,Worker-D4,blocked exit path,Bay-5,late-morning,high,weather-conditions
4216,Worker-B4,exceeded load limit,Storage-East,night,low,complacency
4217,Worker-F3,removed guard,Basement-Pump,early-afternoon,moderate,procedural-gap
4218,Worker-A3,tripped over cable,Bay-3,early-morning,critical,fatigue
4219,Worker-C1,entered restricted zone,Bay-1,late-afternoon,moderate,complacency
4220,Worker-F3,misread gauge,Bay-2,evening,high,procedural-gap
4221,Worker-C4,skipped inspection,Roof-Access,mid-morning,moderate,equipment-malfunction
4222,Worker-D4,bypassed lock,Storage-East,early-morning,critical,supervision-lapse
4223,Worker-E4,ignored alarm,Storage-West,late-morning,high,distraction
4224,Worker-E2,left valve open,Bay-4,late-afternoon,minor,understaffing
4225,Worker-A4,ignored alarm,Bay-1,early-morning,minor,weather-conditions
4226,Worker-E1,used wrong tool,Bay-1,late-afternoon,low,weather-conditions
4227,Worker-D3,spilled solvent,Bay-2,noon,low,time-pressure
4228,Worker-B1,left valve open,Bay-1,late-afternoon,high,time-pressure
4229,Worker-B3,blocked exit path,Mezzanine,evening,low,poor-lighting
4230,Worker-F0,overloaded circuit,Bay-3,mid-morning,low,procedural-gap
4231,Worker-F3,dropped container,Bay-5,early-afternoon,high,fatigue
4232,Worker-D3,mixed chemicals,Yard-Exterior,mid-morning,high,complacency
4233,Worker-E1,used wrong tool,Bay-1,early-afternoon,low,fatigue
4234,Worker-A3,misread gauge,Storage-East,early-afternoon,moderate,procedural-gap
4235,Worker-D3,stored improperly,Storage-East,evening,high,fatigue
4236,Worker-D0,misread gauge,Corridor-North,late-afternoon,moderate,communication-failure
4237,Worker-D3,skipped inspection,Bay-5,mid-morning,low,time-pressure
4238,Worker-A1,stored improperly,Roof-Access,evening,low,distraction
4239,Worker-E3,overloaded circuit,Corridor-South,late-morning,critical,weather-conditions
4240,Worker-C4,disabled sensor,Bay-3,early-afternoon,critical,time-pressure
4241,Worker-A1,skipped inspection,Bay-5,late-afternoon,minor,distraction
4242,Worker-A1,entered restricted zone,Bay-4,late-morning,minor,time-pressure
4243,Worker-E3,tripped over cable,Corridor-North,evening,critical,supervision-lapse
4244,Worker-C1,mixed chemicals,Bay-1,noon,low,fatigue
4245,Worker-C0,forgot PPE,Corridor-South,early-morning,low,understaffing
4246,Worker-D3,started machine early,Roof-Access,noon,minor,supervision-lapse
4247,Worker-F3,spilled solvent,Loading-Dock,late-afternoon,low,understaffing
4248,Worker-E2,overloaded circuit,Storage-East,evening,high,equipment-malfunction
4249,Worker-D1,forgot PPE,Basement-Pump,late-afternoon,critical,weather-conditions
4250,Worker-E0,stored improperly,Storage-East,mid-morning,moderate,supervision-lapse
4251,Worker-A3,dropped container,Corridor-South,noon,high,procedural-gap
4252,Worker-B2,tripped over cable,Roof-Access,evening,moderate,poor-lighting
4253,Worker-F4,bypassed lock,Bay-5,late-afternoon,minor,inadequate-training
4254,Worker-F1,dropped container,Bay-4,noon,critical,procedural-gap
4255,Worker-E1,left valve open,Bay-2,night,critical,weather-conditions
4256,Worker-E3,entered restricted zone,Bay-1,evening,high,inadequate-training
4257,Worker-D1,misread gauge,Bay-2,early-afternoon,high,poor-lighting
4258,Worker-F3,used wrong tool,Yard-Exterior,early-morning,low,fatigue
4259,Worker-E1,spilled solvent,Bay-1,noon,high,fatigue
4260,Worker-B4,misread gauge,Corridor-North,mid-morning,high,fatigue
4261,Worker-F4,disabled sensor,Bay-1,evening,low,complacency
4262,Worker-A1,dropped container,Corridor-South,mid-morning,moderate,poor-lighting
4263,Worker-A0,blocked exit path,Storage-West,late-morning,low,fatigue
4264,Worker-F4,overloaded circuit,Basement-Pump,evening,minor,complacency
4265,Worker-E0,removed guard,Bay-5,mid-morning,critical,inadequate-training
4266,Worker-F0,disabled sensor,Basement-Pump,early-afternoon,moderate,weather-conditions
4267,Worker-B4,blocked exit path,Bay-2,noon,high,complacency
4268,Worker-A3,entered restricted zone,Storage-East,mid-morning,moderate,time-pressure
4269,Worker-C4,used wrong tool,Yard-Exterior,late-afternoon,critical,time-pressure
4270,Worker-A0,blocked exit path,Basement-Pump,early-afternoon,high,understaffing
4271,Worker-F0,bypassed lock,Bay-4,late-afternoon,critical,poor-lighting
4272,Worker-F2,skipped inspection,Corridor-South,evening,moderate,weather-conditions
4273,Worker-C2,started machine early,Control-Room,night,minor,time-pressure
4274,Worker-E4,exceeded load limit,Roof-Access,mid-morning,low,inadequate-training
4275,Worker-C0,mixed chemicals,Bay-1,mid-morning,critical,time-pressure
4276,Worker-A0,misread gauge,Corridor-South,noon,minor,time-pressure
4277,Worker-E4,crossed barrier,Bay-4,mid-morning,high,procedural-gap
4278,Worker-C3,spilled solvent,Bay-1,late-morning,critical,complacency
4279,Worker-A0,disabled sensor,Storage-East,early-morning,critical,inadequate-training
4280,Worker-B3,mixed chemicals,Mezzanine,early-afternoon,critical,complacency
4281,Worker-B4,used wrong tool,Control-Room,evening,high,time-pressure
4282,Worker-A4,blocked exit path,Loading-Dock,noon,low,distraction
4283,Worker-F0,mixed chemicals,Yard-Exterior,noon,high,time-pressure
4284,Worker-D4,disabled sensor,Bay-3,night,moderate,time-pressure
4285,Worker-A0,tripped over cable,Loading-Dock,evening,high,communication-failure
4286,Worker-C4,entered restricted zone,Corridor-North,early-morning,low,poor-lighting
4287,Worker-E3,used wrong tool,Bay-4,late-afternoon,moderate,equipment-malfunction
4288,Worker-F2,overloaded circuit,Bay-3,night,critical,supervision-lapse
4289,Worker-F4,disabled sensor,Basement-Pump,evening,moderate,weather-conditions
4290,Worker-A4,skipped inspection,Mezzanine,evening,moderate,supervision-lapse
4291,Worker-B1,skipped inspection,Loading-Dock,late-afternoon,low,weather-conditions
4292,Worker-B0,stored improperly,Bay-4,evening,moderate,fatigue
4293,Worker-E1,stored improperly,Corridor-South,evening,low,time-pressure
4294,Worker-F0,disabled sensor,Bay-3,late-afternoon,moderate,poor-lighting
4295,Worker-F3,blocked exit path,Corridor-North,mid-morning,moderate,inadequate-training
4296,Worker-C3,left valve open,Corridor-South,noon,high,complacency
4297,Worker-E2,skipped inspection,Loading-Dock,mid-morning,minor,weather-conditions
4298,Worker-E4,crossed barrier,Corridor-North,early-afternoon,high,equipment-malfunction
4299,Worker-E0,skipped inspection,Basement-Pump,mid-morning,low,complacency
4300,Worker-B0,blocked exit path,Roof-Access,late-afternoon,critical,procedural-gap
4301,Worker-D4,blocked exit path,Corridor-South,mid-morning,minor,supervision-lapse
4302,Worker-D2,misread gauge,Mezzanine,early-morning,high,inadequate-training
4303,Worker-C4,spilled solvent,Loading-Dock,late-afternoon,minor,distraction
4304,Worker-C2,mixed chemicals,Corridor-South,noon,high,supervision-lapse
4305,Worker-F1,mixed chemicals,Control-Room,noon,moderate,complacency
4306,Worker-F0,left valve open,Bay-5,early-morning,moderate,time-pressure
4307,Worker-B4,crossed barrier,Bay-3,mid-morning,high,understaffing
4308,Worker-B1,started machine early,Bay-3,evening,high,time-pressure
4309,Worker-F3,misread gauge,Corridor-North,early-morning,high,poor-lighting
4310,Worker-F4,used wrong tool,Storage-East,evening,critical,inadequate-training
4311,Worker-B3,forgot PPE,Loading-Dock,early-morning,moderate,procedural-gap
4312,Worker-B4,overloaded circuit,Loading-Dock,early-afternoon,moderate,distraction
4313,Worker-B2,removed guard,Corridor-South,late-afternoon,high,time-pressure
4314,Worker-A1,spilled solvent,Roof-Access,late-morning,high,distraction
4315,Worker-F1,exceeded load limit,Control-Room,early-morning,low,weather-conditions
4316,Worker-C0,skipped inspection,Control-Room,late-morning,low,time-pressure
4317,Worker-A0,bypassed lock,Corridor-North,late-afternoon,minor,understaffing
4318,Worker-E4,tripped over cable,Corridor-South,late-afternoon,critical,procedural-gap
4319,Worker-B1,bypassed lock,Corridor-South,night,low,communication-failure
4320,Worker-B0,crossed barrier,Bay-1,mid-morning,moderate,poor-lighting
4321,Worker-F1,removed guard,Loading-Dock,late-afternoon,minor,communication-failure
4322,Worker-C0,left valve open,Bay-5,late-morning,minor,supervision-lapse
4323,Worker-D0,spilled solvent,Bay-4,night,moderate,equipment-malfunction
4324,Worker-F3,dropped container,Loading-Dock,evening,moderate,equipment-malfunction
4325,Worker-D0,used wrong tool,Corridor-South,early-morning,minor,understaffing
4326,Worker-C2,entered restricted zone,Corridor-North,evening,minor,fatigue
4327,Worker-E4,disabled sensor,Bay-4,late-morning,low,supervision-lapse
4328,Worker-D0,mixed chemicals,Mezzanine,early-morning,low,complacency
4329,Worker-D4,mixed chemicals,Loading-Dock,late-morning,moderate,supervision-lapse
4330,Worker-D3,skipped inspection,Basement-Pump,late-afternoon,minor,procedural-gap
4331,Worker-E3,crossed barrier,Control-Room,noon,high,equipment-malfunction
4332,Worker-C1,tripped over cable,Bay-1,late-afternoon,low,equipment-malfunction
4333,Worker-F3,blocked exit path,Bay-4,late-afternoon,minor,fatigue
4334,Worker-D2,left valve open,Loading-Dock,late-afternoon,moderate,procedural-gap
4335,Worker-E2,used wrong tool,Storage-East,early-morning,moderate,procedural-gap
4336,Worker-E1,disabled sensor,Bay-4,noon,critical,fatigue
4337,Worker-E2,exceeded load limit,Roof-Access,night,moderate,communication-failure
4338,Worker-A1,skipped inspection,Corridor-North,evening,low,procedural-gap
4339,Worker-A3,entered restricted zone,Storage-East,noon,moderate,complacency
4340,Worker-A2,started machine early,Corridor-North,late-morning,moderate,weather-conditions
4341,Worker-A1,tripped over cable,Bay-2,mid-morning,high,complacency
4342,Worker-D1,started machine early,Basement-Pump,early-morning,high,complacency
4343,Worker-D0,ignored alarm,Bay-2,mid-morning,low,weather-conditions
4344,Worker-F4,misread gauge,Bay-1,noon,moderate,poor-lighting
4345,Worker-B1,started machine early,Bay-4,early-morning,critical,complacency
4346,Worker-C0,blocked exit path,Corridor-South,evening,minor,inadequate-training
4347,Worker-D2,forgot PPE,Mezzanine,mid-morning,high,equipment-malfunction
4348,Worker-B2,tripped over cable,Yard-Exterior,late-afternoon,minor,procedural-gap
4349,Worker-A3,left valve open,Storage-East,late-morning,critical,fatigue
4350,Worker-E1,stored improperly,Bay-1,mid-morning,high,distraction
4351,Worker-A1,exceeded load limit,Storage-West,late-afternoon,critical,complacency
4352,Worker-C1,tripped over cable,Bay-4,late-afternoon,moderate,procedural-gap
4353,Worker-D2,stored improperly,Bay-1,noon,moderate,fatigue
4354,Worker-D0,entered restricted zone,Control-Room,noon,low,understaffing
4355,Worker-F0,overloaded circuit,Control-Room,late-afternoon,minor,supervision-lapse
4356,Worker-A1,disabled sensor,Control-Room,early-morning,high,poor-lighting
4357,Worker-F3,disabled sensor,Roof-Access,early-afternoon,moderate,time-pressure
4358,Worker-E2,crossed barrier,Bay-5,noon,critical,distraction
4359,Worker-C4,exceeded load limit,Bay-2,mid-morning,low,understaffing
4360,Worker-C0,mixed chemicals,Corridor-South,noon,minor,complacency
4361,Worker-D2,forgot PPE,Corridor-North,noon,critical,procedural-gap
4362,Worker-F1,mixed chemicals,Control-Room,late-afternoon,moderate,equipment-malfunction
4363,Worker-F1,entered restricted zone,Corridor-North,evening,critical,understaffing
4364,Worker-B2,overloaded circuit,Bay-2,night,critical,equipment-malfunction
4365,Worker-B3,exceeded load limit,Control-Room,night,critical,fatigue
4366,Worker-E1,misread gauge,Storage-East,night,low,supervision-lapse
4367,Worker-C2,started machine early,Corridor-North,early-morning,critical,inadequate-training
4368,Worker-D3,tripped over cable,Corridor-South,noon,moderate,equipment-malfunction
4369,Worker-B3,used wrong tool,Mezzanine,mid-morning,moderate,equipment-malfunction
4370,Worker-B4,blocked exit path,Basement-Pump,noon,minor,complacency
4371,Worker-A2,crossed barrier,Loading-Dock,mid-morning,moderate,inadequate-training
4372,Worker-F2,stored improperly,Basement-Pump,late-afternoon,critical,procedural-gap
4373,Worker-E1,spilled solvent,Bay-1,noon,high,poor-lighting
