user_id,pref_cat_1,pref_cat_2,pref_cat_3,budget_low,budget_high,pref_1,pref_2,pref_3
1089,13,16,6,1,5,1.627,2.506,0.385
1090,3,6,1,1,1,-0.651,0.791,-0.37
1091,5,16,15,1,2,-0.112,-1.024,-0.485
1092,11,19,17,1,1,-1.299,0.525,0.912
1093,4,16,9,1,1,-0.923,-0.325,0.003
1094,17,10,0,1,3,0.672,-0.357,-0.109
1095,5,9,2,3,5,-0.359,0.065,1.206
1096,19,16,9,2,2,-2.022,-0.6,-2.04
1097,8,0,1,2,5,-1.168,-0.062,0.9
1098,1,4,6,3,5,-0.807,1.477,0.306
1099,15,2,1,2,2,-0.188,1.284,-0.418
1100,19,2,17,2,3,-0.038,0.29,1.161
1101,11,13,15,2,3,0.264,0.334,0.045
1102,6,17,12,3,5,-0.096,-1.264,1.613
1103,4,13,18,3,3,0.548,0.375,0.333
1104,19,11,18,1,3,-0.318,0.134,0.15
1105,7,13,17,3,3,1.324,0.173,-0.01
1106,7,1,2,1,2,-0.755,0.307,-0.533
1107,7,9,4,3,4,1.249,-0.506,0.068
1108,2,19,8,3,3,-1.629,0.052,-1.383
1109,7,14,9,2,4,1.738,0.509,-0.549
1110,8,10,17,3,3,2.026,0.715,-0.385
1111,8,2,6,1,5,-1.34,0.201,1.634
1112,6,3,11,3,3,0.714,0.164,-1.582
1113,3,0,15,1,3,0.623,-0.172,0.97
1114,2,1,8,3,4,-1.992,0.058,-0.226
1115,6,12,5,3,4,0.2,-1.439,-0.298
1116,1,17,11,1,5,0.025,-0.905,0.368
1117,18,6,0,2,5,-0.688,1.161,-1.305
1118,1,3,17,2,4,1.486,-1.831,-1.27
1119,18,16,8,1,4,0.296,-3.067,0.639
1120,7,4,0,2,4,0.651,0.388,-0.875
1121,12,1,8,2,4,-0.241,-0.943,-1.47
1122,19,0,3,2,4,0.998,-1.663,-0.175
1123,0,14,1,2,5,0.065,-0.827,-0.971
1124,13,1,2,2,4,1.032,-0.312,-0.088
1125,8,15,4,1,2,1.756,0.837,1.106
1126,1,7,3,3,3,0.477,1.089,-0.813
1127,17,7,1,3,4,0.32,0.178,-0.028
1128,11,17,1,3,3,-0.236,0.325,-1.122
1129,7,6,10,3,4,0.414,0.721,-1.329
1130,2,13,9,1,1,-0.815,1.562,-0.521
1131,11,15,9,3,3,0.882,0.161,0.255
1132,4,18,0,1,5,0.208,0.841,-0.351
1133,18,11,6,2,2,-1.608,-0.314,-0.476
1134,2,19,7,3,5,1.411,-0.019,-0.125
1135,3,16,1,3,4,-1.238,-0.655,-1.02
1136,10,8,6,3,4,0.757,-0.473,0.835
1137,7,14,10,3,3,-2.625,-0.38,-1.016
1138,13,11,2,2,2,1.251,-0.744,-0.862
1139,13,7,4,3,3,-0.67,0.169,-1.009
1140,18,4,8,2,4,-0.161,0.38,-2.515
1141,18,15,6,1,4,1.362,0.505,0.049
1142,8,17,15,3,3,0.185,0.188,-1.391
1143,2,4,16,3,4,0.639,0.771,-0.529
1144,12,17,7,3,4,1.565,1.451,1.074
1145,19,3,1,1,3,-0.798,2.09,-0.68
1146,14,13,9,2,3,-0.167,-1.595,-1.567
1147,16,2,4,1,5,-0.988,-1.248,-0.826
1148,14,12,10,2,3,-1.33,-0.072,0.425
1149,9,15,10,1,5,-0.154,-1.213,-0.135
1150,16,13,9,2,5,-0.262,0.57,1.14
1151,6,13,16,2,4,1.436,0.664,0.479
1152,3,9,8,2,5,0.1,0.601,0.719
1153,19,3,7,3,4,-0.289,0.431,0.527
1154,16,5,0,3,3,1.206,-0.311,0.035
1155,0,11,6,2,5,-0.11,-0.136,-1.205
1156,14,9,3,3,5,0.442,-0.246,0.893
1157,2,4,8,3,5,-0.75,0.695,0.624
1158,2,7,19,2,3,-0.803,-0.036,-0.818
1159,2,10,1,2,2,-0.877,1.62,-0.733
1160,10,6,17,3,5,1.383,0.315,0.542
1161,12,7,6,2,5,0.027,1.064,1.493
1162,15,9,4,1,1,1.879,-0.6,-0.0
1163,2,15,17,3,3,-0.08,-0.07,-0.273
1164,8,12,7,3,4,-1.456,0.145,0.359
1165,7,9,15,2,5,0.765,-1.023,-0.722
1166,9,3,7,1,3,-0.953,0.527,0.017
1167,5,14,10,3,3,1.052,-0.58,0.824
1168,4,15,18,3,4,-0.093,-0.224,-0.078
1169,13,1,17,2,4,0.692,-0.467,-0.917
1170,14,13,12,2,2,-0.185,1.603,-0.988
1171,9,14,13,1,5,1.561,0.88,-0.873
1172,3,10,4,3,5,1.588,0.2,0.141
1173,10,11,17,1,1,-0.412,-0.942,-0.111
1174,6,5,17,2,3,-0.148,0.575,-0.725
1175,17,7,0,1,1,0.735,0.039,-1.222
1176,16,12,15,1,2,-0.046,0.217,-1.034
1177,1,8,3,2,5,-1.123,1.115,1.206
1178,8,2,18,1,5,-0.296,-1.669,-0.149
1179,17,4,3,3,5,0.087,0.174,-0.634
1180,19,9,10,2,2,-0.357,1.049,2.138
1181,18,15,12,2,5,1.547,2.177,1.441
1182,17,8,15,2,3,-2.334,2.126,-0.346
1183,17,3,14,1,5,-2.435,0.994,-0.156
1184,7,14,11,2,2,-0.561,-0.703,0.999
1185,3,17,5,1,4,-2.539,-0.349,-0.232
1186,12,15,16,3,5,0.023,-0.348,-1.029
1187,10,4,1,2,5,0.043,0.546,-0.571
1188,6,17,15,3,4,-0.56,1.341,-0.685
1189,16,17,2,1,4,1.414,-0.304,-0.922
1190,0,5,16,3,3,0.539,0.928,0.278
1191,13,15,5,3,5,-0.05,-1.657,0.134
1192,17,13,12,1,3,2.443,2.225,-0.387
1193,8,16,10,3,4,-2.024,-0.555,-0.235
1194,9,16,6,3,5,-0.94,0.986,-0.677
1195,10,4,5,3,5,0.12,0.067,-0.123
1196,13,5,4,2,2,0.106,-0.004,-0.2
1197,3,17,14,2,2,-0.636,1.043,0.421
1198,5,2,11,3,5,0.684,-0.615,0.652
1199,9,13,19,2,5,0.058,1.176,-0.515
1200,6,2,4,1,2,-0.146,0.767,1.429
1201,18,12,10,3,5,1.07,-2.063,-1.596
1202,19,15,6,1,1,0.626,-2.94,1.515
1203,4,19,5,2,2,0.979,-0.946,1.906
1204,1,4,16,2,5,-0.454,-0.766,-0.5
1205,17,12,18,2,5,-0.001,-1.171,1.509
1206,10,16,2,3,3,2.318,-0.668,0.791
1207,13,17,14,2,4,-1.364,-0.505,-1.174
1208,13,11,5,1,3,1.055,-1.354,-0.596
1209,19,17,6,2,4,0.865,0.716,1.497
1210,0,6,14,2,3,0.862,0.03,0.797
1211,8,16,0,3,4,0.535,0.784,0.168
1212,15,12,1,3,5,-0.027,1.401,1.831
1213,15,14,19,1,4,-0.336,-0.001,-1.444
1214,17,3,1,2,2,-1.199,-1.03,-0.172
1215,4,2,13,1,1,-0.6,-1.476,0.548
1216,10,3,17,2,3,-0.918,-1.353,-0.741
1217,10,5,11,3,3,1.296,0.946,-0.371
1218,1,2,6,3,3,-0.055,-0.415,-0.753
1219,6,16,13,1,1,0.28,-0.481,1.189
1220,3,10,14,3,5,1.978,1.188,1.902
1221,5,2,19,2,2,1.177,0.185,-1.754
1222,6,11,14,1,2,-0.537,1.413,1.871
1223,4,9,1,2,4,-0.705,0.24,0.495
1224,10,13,7,1,3,0.465,-0.417,-0.431
1225,8,2,15,2,4,1.485,-0.834,1.165
1226,14,5,1,3,4,0.724,1.076,1.066
1227,9,6,10,3,5,-0.042,-1.563,-0.525
1228,8,2,16,1,3,0.154,0.762,1.064
1229,5,15,4,2,4,-0.568,-0.677,0.701
1230,18,1,10,3,3,-1.386,-1.466,1.045
1231,10,19,3,1,3,0.052,-0.388,1.052
1232,5,0,14,3,4,-1.281,-0.854,-0.135
1233,7,8,11,3,4,-1.125,-1.007,0.111
1234,1,7,16,1,4,-0.708,0.356,-1.185
1235,5,16,19,2,3,-0.627,1.236,-0.389
1236,4,19,10,1,1,-0.62,1.587,0.352
1237,5,14,0,3,3,-1.05,0.188,0.585
1238,9,2,5,1,2,-1.479,0.623,0.721
1239,11,0,15,1,3,1.049,1.023,0.742
1240,12,6,15,3,4,0.766,-1.365,0.037
1241,4,10,19,2,4,-0.447,1.484,-1.107
1242,13,12,17,1,3,-1.638,0.121,-0.606
1243,19,5,7,2,4,-0.366,-0.996,1.573
1244,19,12,2,3,3,0.417,0.492,0.258
1245,10,12,5,2,3,1.038,-0.216,0.965
1246,15,1,8,2,3,0.783,1.296,0.565
1247,2,11,3,3,4,-0.965,0.052,-0.148
1248,10,4,16,2,5,1.453,0.106,-0.504
1249,1,9,13,2,2,-0.919,-1.432,-1.092
1250,14,16,11,2,4,1.49,-2.217,0.479
1251,13,17,12,3,3,0.405,0.531,0.735
1252,18,8,6,3,5,-0.154,-1.091,0.776
1253,3,15,14,2,2,0.244,1.168,-0.977
1254,8,13,10,3,4,0.023,-0.217,-0.09
1255,13,0,14,2,4,0.828,-0.884,-1.015
1256,11,1,17,3,4,0.004,0.419,1.335
1257,15,13,8,2,5,0.902,-0.28,-0.694
1258,16,18,14,1,1,-0.129,0.248,-1.24
1259,3,12,16,3,3,-1.018,-0.746,1.212
1260,9,13,12,1,2,0.733,-0.236,-1.187
1261,13,3,6,3,4,-1.698,1.382,-0.044
1262,17,7,1,2,5,0.508,2.286,-0.237
1263,5,8,16,3,3,1.51,-1.736,-1.34
1264,9,8,0,2,3,1.027,0.121,0.54
1265,19,10,3,1,2,0.574,0.88,0.1
1266,2,9,14,3,4,-0.591,-0.669,-1.767
1267,0,10,18,2,4,1.48,0.253,-0.515
1268,15,6,17,3,3,-0.358,-0.68,1.916
1269,2,15,17,2,2,0.394,0.763,2.793
1270,11,9,18,2,5,-0.112,-0.218,-0.427
1271,11,18,13,2,2,-0.427,0.007,-0.817
1272,15,7,12,3,3,-1.761,1.687,0.716
1273,6,3,9,1,2,0.703,0.305,-2.868
1274,12,17,13,2,3,-1.178,0.665,-0.401
1275,3,10,16,3,5,0.861,-1.542,1.241
1276,15,14,9,2,3,0.555,-0.288,-0.295
1277,10,14,5,3,3,1.198,-1.082,0.974
1278,13,19,6,3,3,-0.401,-0.371,-2.694
1279,19,18,13,1,3,-2.527,-0.465,-0.384
1280,15,2,11,1,5,1.084,-0.974,-1.89
1281,5,14,11,3,3,-0.641,1.065,2.097
1282,6,10,4,2,2,0.537,-0.419,-0.728
1283,19,14,7,1,4,0.181,-0.485,-0.001
1284,19,10,5,1,4,-0.066,-0.375,-0.013
1285,13,16,15,2,2,-1.514,0.518,-2.46
1286,17,3,19,3,3,-1.737,0.707,1.7
1287,1,11,12,3,5,0.67,-0.741,-0.782
1288,3,19,4,2,2,-0.167,-0.941,-0.307
1289,7,15,6,2,2,-0.461,-0.741,1.348
1290,14,15,7,2,4,-0.305,1.041,0.361
1291,18,8,1,1,2,-1.508,-0.227,-0.031
1292,11,18,19,3,4,-0.553,1.487,-0.777
1293,14,9,4,3,5,-0.352,0.945,0.988
1294,12,8,7,1,2,-0.491,-0.283,0.949
1295,16,19,12,2,3,0.072,1.415,-0.248
1296,18,16,10,3,4,-1.644,1.583,-1.206
1297,15,5,19,2,2,-1.624,-0.179,-0.319
1298,7,9,6,1,2,-0.307,1.708,0.354
1299,11,15,14,3,5,-1.405,1.592,-1.063
1300,16,7,6,2,2,-0.367,0.272,-0.179
1301,17,19,18,1,1,0.327,-1.149,0.4
1302,7,8,5,3,5,0.45,-0.562,-0.127
1303,19,8,17,2,2,-0.612,-0.07,-1.624
1304,2,4,16,2,2,0.196,0.722,0.084
1305,3,17,1,2,2,-1.136,0.164,0.47
1306,2,15,6,1,5,-1.143,-0.719,-0.043
1307,13,3,14,3,3,0.132,-1.204,-0.753
1308,14,0,8,2,4,-0.623,0.029,-1.2
1309,9,8,17,1,3,-0.055,-0.203,1.267
1310,9,14,3,1,4,2.114,0.087,-1.168
1311,5,2,13,3,4,-0.07,1.649,1.114
1312,10,17,5,1,1,0.056,-0.69,-0.878
1313,16,15,3,3,4,-0.01,0.617,-0.302
1314,4,10,5,1,4,0.436,-1.907,-0.45
1315,16,15,13,3,4,-0.373,0.104,0.774
1316,9,11,4,2,4,-0.274,-1.86,-0.343
1317,18,12,13,1,4,0.787,0.964,0.349
1318,4,14,8,1,2,0.408,1.535,-0.269
1319,10,13,12,2,3,0.929,0.407,-1.325
1320,14,8,3,1,2,0.855,1.355,1.251
1321,1,12,15,1,3,-0.482,1.324,-0.109
1322,1,3,19,3,4,-0.156,0.948,0.43
1323,4,2,10,3,4,-0.224,0.916,-1.817
1324,18,9,6,3,3,-0.825,0.337,-1.408
1325,17,16,9,3,3,-0.424,1.089,1.324
1326,10,11,14,3,3,0.452,1.029,-0.873
1327,8,19,0,1,1,0.219,-0.662,-0.823
1328,15,1,16,1,5,-0.904,0.922,2.534
1329,10,17,15,2,4,-0.069,-1.082,-1.217
1330,18,2,17,1,5,0.654,1.006,0.778
1331,14,6,2,3,4,-1.05,0.462,-1.02
1332,4,10,2,1,5,-0.655,1.035,-0.654
1333,13,0,12,3,4,-1.733,1.875,0.075
1334,0,19,7,2,5,1.151,1.595,-1.474
1335,17,14,6,3,4,-0.864,1.241,-0.985
1336,18,4,6,1,2,-0.166,0.43,-2.352
1337,1,4,17,2,2,-0.501,-0.407,0.769
1338,7,6,18,2,3,-0.707,0.364,0.645
1339,11,0,4,2,2,-0.273,0.489,-0.837
1340,14,6,12,1,4,-0.616,0.251,0.176
1341,3,2,5,3,5,-1.324,-0.081,-0.503
1342,6,3,15,3,5,-2.064,2.547,-0.592
1343,2,16,11,2,4,0.349,-2.404,-0.132
1344,0,19,12,2,5,0.446,-0.11,-0.551
1345,2,13,9,1,1,0.662,-1.068,-1.478
1346,15,0,8,3,5,0.243,-0.183,0.359
1347,0,4,16,1,2,-0.511,-0.573,-1.595
1348,1,6,9,2,5,0.463,-0.934,0.551
1349,4,5,11,1,2,1.076,0.664,0.127
1350,12,11,8,3,4,0.225,0.041,1.11
1351,4,13,1,3,4,0.201,0.126,-1.596
1352,5,19,3,1,3,0.351,-0.265,0.487
1353,15,14,13,3,4,-0.036,0.903,1.017
1354,0,9,15,2,4,1.013,1.054,-0.916
1355,3,15,18,3,5,1.031,0.233,0.664
1356,4,19,7,3,3,-0.068,-1.588,-0.278
1357,7,19,8,1,3,1.353,-1.281,2.378
1358,18,16,19,3,4,0.033,-0.53,-1.298
1359,18,1,12,3,3,0.692,0.765,-2.682
1360,0,4,1,1,2,-0.122,0.093,-1.96
1361,6,18,12,2,3,0.238,-0.747,0.226
1362,14,3,8,3,5,0.805,-0.417,0.599
1363,15,17,14,3,3,-0.48,-0.451,-0.797
1364,16,8,2,2,5,-1.62,-2.017,0.504
1365,14,3,18,3,5,0.511,-0.576,1.949
1366,9,14,13,3,3,2.61,-0.561,0.761
1367,16,6,4,3,3,1.688,0.108,-0.657
1368,11,16,4,3,5,-1.773,-0.281,-0.471
1369,16,5,11,1,1,0.55,-0.601,-1.286
1370,19,7,4,3,5,-0.597,0.309,2.514
1371,12,9,19,3,4,0.798,0.882,-0.696
1372,4,9,0,1,3,-0.384,-1.435,0.417
1373,19,2,1,2,3,1.572,1.151,1.46
1374,7,12,5,3,4,-0.508,0.415,0.193
1375,8,4,12,1,5,-0.33,0.539,-0.197
1376,14,4,8,2,2,-0.792,-0.918,-1.699
1377,19,15,7,3,4,-0.261,-0.156,0.492
1378,19,14,4,1,3,1.73,-1.725,1.845
1379,8,3,14,2,3,0.486,1.093,-1.076
1380,15,9,7,3,3,1.377,0.857,1.938
1381,7,15,13,2,2,-0.501,-1.295,-1.527
1382,8,19,18,3,5,-0.705,1.305,-0.007
1383,0,3,15,1,5,0.939,-1.337,0.042
1384,8,3,15,3,5,0.507,-0.828,-2.261
1385,12,1,3,3,5,-0.271,1.255,-0.373
1386,3,7,11,3,5,-0.344,-1.317,0.635
1387,1,11,14,2,2,-1.46,1.704,-0.672
1388,13,0,6,3,3,2.388,0.365,1.831
1389,0,14,8,2,4,1.31,-1.557,2.077
1390,8,14,1,2,5,-0.446,-1.347,0.069
1391,17,19,10,3,4,-0.588,0.036,-1.742
1392,5,15,2,2,4,-1.221,-1.096,0.371
1393,9,3,2,3,4,-0.616,-0.452,1.082
1394,5,12,6,2,5,-1.07,1.461,1.33
1395,5,10,0,1,2,-1.021,-1.906,-1.077
1396,17,9,19,3,3,-1.236,0.922,0.138
1397,19,12,8,1,3,0.413,-0.984,-0.206
1398,12,3,9,3,5,0.87,-0.162,0.295
1399,7,17,4,3,4,1.847,0.703,0.118
1400,7,19,18,2,3,0.513,0.664,1.925
1401,15,14,13,3,5,-0.436,0.653,-0.007
1402,5,16,12,3,5,2.128,-1.792,-0.032
1403,11,8,13,2,4,-1.566,1.902,-1.381
1404,10,17,11,1,2,-0.816,1.688,-0.525
1405,18,4,3,3,5,-1.703,-0.857,0.132
1406,19,7,11,3,5,-0.779,-1.004,1.114
1407,18,1,14,3,4,-0.105,-1.07,0.019
1408,5,0,17,2,2,0.903,-0.693,-0.098
1409,11,2,8,3,4,-0.349,1.526,-0.524
1410,19,15,13,3,3,0.694,-0.06,-1.188
1411,9,10,7,3,5,0.369,0.527,-0.185
1412,17,18,10,1,5,1.584,0.548,-1.472
1413,2,19,16,2,3,-0.901,-0.083,-0.752
1414,19,5,18,1,4,-0.12,-0.89,0.844
1415,12,13,19,3,4,0.567,0.591,0.701
1416,3,9,11,1,4,0.853,-0.811,0.405
1417,7,11,2,2,5,0.929,0.014,-1.218
1418,0,1,17,1,3,0.049,0.033,0.158
1419,10,12,9,1,5,-0.015,-1.826,-0.768
1420,5,6,15,1,5,0.182,0.902,1.532
1421,19,11,5,2,3,-1.589,-1.833,-0.084
1422,14,0,1,3,3,0.304,-0.809,-0.239
1423,5,18,16,1,1,0.895,-1.36,0.02
1424,19,10,14,3,5,0.86,-1.525,1.395
1425,2,10,7,2,3,-0.512,0.122,1.841
1426,6,12,1,2,2,1.951,-1.128,0.819
1427,18,3,16,1,3,-2.034,1.094,-0.677
1428,17,16,12,3,5,0.267,0.837,-0.629
1429,13,12,19,2,2,0.214,-1.16,0.07
1430,10,17,15,3,4,-1.073,2.929,0.223
1431,1,16,19,1,1,-1.702,-0.467,1.246
1432,18,17,5,3,4,-0.083,-1.233,0.812
1433,6,11,17,1,4,0.248,-0.088,-1.215
1434,5,16,11,3,5,0.668,0.193,-0.618
1435,7,10,2,3,3,0.17,-1.301,0.039
1436,19,0,1,2,3,0.403,-0.292,-0.545
1437,10,5,12,1,3,2.097,0.881,-0.502
1438,4,19,7,3,5,-0.116,2.257,-0.667
1439,9,6,8,2,2,-1.426,-0.892,0.521
1440,8,6,15,2,2,-0.703,-0.716,-0.363
1441,7,2,3,1,2,-1.03,0.946,-0.668
1442,5,17,10,1,3,1.522,-0.439,-0.277
1443,9,19,8,1,1,-0.77,-1.645,1.277
1444,6,2,17,2,3,2.296,2.358,-0.472
1445,7,1,12,1,1,0.093,0.143,-1.807
1446,7,13,11,2,3,-1.6,0.61,-0.616
1447,6,19,10,1,5,-1.011,0.573,0.051
1448,8,5,11,2,3,0.278,-0.198,-1.766
1449,16,2,7,1,2,1.658,-0.821,1.371
1450,0,14,2,1,5,-1.255,-0.228,1.602
1451,1,3,2,2,2,2.023,-0.449,-0.414
1452,10,11,1,1,1,-0.044,-0.1,0.347
1453,12,18,3,1,1,0.007,-0.361,-0.153
1454,15,18,12,2,5,-1.578,0.516,-0.564
1455,11,14,15,1,4,-1.257,-0.92,-0.215
1456,4,9,5,2,4,0.706,-0.647,1.794
1457,4,1,14,2,3,0.237,0.515,-0.041
1458,11,6,12,2,5,-1.064,0.269,1.066
1459,10,19,12,1,5,-0.329,0.191,0.673
1460,6,18,19,3,5,0.202,-0.929,-1.939
1461,13,11,9,1,4,0.454,0.303,0.372
1462,14,9,13,1,2,0.259,1.24,0.545
1463,16,13,5,2,2,0.82,-0.341,-0.927
1464,5,8,4,3,4,-1.6,-0.816,0.51
1465,7,4,15,2,2,0.708,-0.787,-1.573
1466,2,0,18,1,3,0.521,-0.693,0.549
1467,4,6,9,1,3,-0.39,-0.622,-0.609
1468,14,15,10,3,3,-0.114,0.448,-1.989
1469,4,5,13,1,5,-0.815,0.868,-0.549
1470,17,19,15,3,4,-0.797,-2.011,1.46
1471,4,14,3,1,2,-0.221,0.826,-0.773
1472,15,5,0,3,5,0.946,-0.073,-1.214
1473,14,0,15,3,5,0.472,-0.507,0.757
1474,2,11,19,1,2,-1.07,-1.057,0.42
1475,6,10,9,3,3,-0.242,-1.753,2.268
1476,15,0,13,1,3,0.388,-0.525,-0.229
1477,0,15,10,1,1,1.191,-0.917,-1.253
1478,8,14,13,2,2,-0.466,3.228,-0.812
1479,10,17,1,1,5,-1.223,1.303,0.088
1480,9,12,6,2,5,-1.178,0.995,-0.123
1481,11,16,13,2,4,0.962,0.621,0.681
1482,8,17,6,2,4,-0.231,2.2,0.367
1483,10,16,3,1,2,-0.206,0.165,-0.446
1484,2,5,11,1,2,-0.662,-0.321,0.338
1485,0,10,2,1,5,0.207,-1.422,-1.442
1486,14,10,3,3,3,0.513,0.189,1.989
1487,5,2,18,1,4,-1.126,0.188,-0.704
1488,1,2,12,2,3,-0.655,0.099,1.36
1489,5,15,9,3,5,-0.103,-1.665,-1.083
1490,14,5,16,1,1,0.298,0.593,0.773
1491,6,3,2,1,2,0.982,0.976,-1.368
1492,7,5,12,3,5,-0.298,0.987,-0.445
1493,8,11,7,3,3,-0.542,-1.478,-2.17
1494,8,9,5,1,1,0.848,0.353,-0.149
1495,13,2,14,1,1,-1.383,-0.716,1.562
1496,11,2,8,3,4,-1.568,0.501,-1.168
1497,15,10,17,3,3,0.144,0.084,0.606
1498,11,13,14,2,4,1.716,-0.896,1.099
1499,14,19,4,1,4,-0.193,-0.195,0.108
1500,4,10,12,3,3,-0.135,0.099,0.378
1501,5,4,19,1,1,-1.423,1.125,0.116
1502,8,10,6,1,4,-0.663,0.533,1.213
1503,7,6,15,3,5,-0.351,-1.069,0.006
1504,5,15,1,2,2,0.807,0.361,-0.818
1505,7,16,15,1,4,0.121,-2.503,0.149
1506,5,10,9,3,5,-0.46,0.22,0.559
1507,11,4,19,3,4,0.591,1.004,0.421
1508,13,7,6,2,3,1.823,-1.155,-1.436
1509,15,8,17,2,4,-1.606,-0.687,-2.042
1510,10,18,7,3,5,-1.416,-1.162,0.007
1511,0,10,16,1,4,1.287,0.002,-1.398
1512,2,16,15,2,4,0.907,0.406,0.599
1513,4,11,1,2,3,1.606,0.013,0.077
1514,11,15,17,1,3,1.109,-0.31,-0.813
1515,6,19,3,2,2,1.906,-0.06,-0.656
1516,16,9,7,2,5,-0.597,-1.864,-0.202
1517,9,0,18,3,5,0.645,0.031,-0.404
1518,14,4,19,3,4,-1.262,-0.457,0.025
1519,8,14,19,1,5,-0.477,-0.571,0.172
1520,4,10,0,1,1,0.855,-0.937,-0.591
1521,12,17,0,3,4,0.639,-0.608,-0.798
1522,10,1,9,2,2,0.252,-0.227,-0.109
1523,2,19,4,1,1,-0.521,-2.349,-0.338
1524,7,2,11,2,4,0.801,0.448,0.917
1525,1,16,13,3,4,0.428,-0.43,-1.185
1526,2,6,14,1,1,0.161,-2.008,0.048
1527,17,0,1,3,5,0.338,0.045,0.291
1528,7,19,4,1,5,-0.419,0.897,-0.667
1529,16,9,15,1,4,-0.75,-0.272,-0.088
1530,18,1,6,1,5,-0.926,0.05,1.806
1531,16,5,12,1,2,1.002,-2.164,-0.501
1532,19,9,8,3,4,-0.589,-0.04,0.41
1533,10,6,19,2,5,1.305,0.601,0.558
1534,0,14,16,2,3,0.116,0.268,0.555
1535,6,19,9,3,5,-1.552,0.298,1.308
1536,9,11,14,1,2,-1.897,-0.847,-0.018
1537,9,0,6,1,3,1.196,0.656,2.332
1538,12,10,14,2,3,1.005,-0.546,-1.461
1539,7,2,3,1,1,-1.017,-1.444,-1.344
1540,8,0,9,2,5,-0.339,-2.527,0.785
1541,6,13,11,1,3,0.55,-0.185,0.105
1542,1,3,9,1,3,-2.236,0.62,2.206
1543,3,0,15,1,1,-0.233,1.221,1.044
1544,14,18,17,2,4,1.274,0.182,1.415
1545,6,2,12,3,4,0.594,1.152,0.219
1546,14,13,5,1,5,1.169,-0.879,1.979
1547,9,15,6,2,2,-0.516,-1.22,-2.262
1548,6,7,14,1,1,1.331,-1.356,-2.265
1549,15,7,1,2,4,0.974,0.813,0.505
1550,15,17,5,2,4,-0.186,-1.234,-0.614
1551,13,5,12,2,5,1.289,1.699,-0.177
1552,4,15,17,2,4,0.413,-0.102,-0.011
1553,11,14,18,3,5,0.544,0.152,0.254
1554,16,4,10,3,5,0.29,-0.513,0.165
1555,6,12,2,2,2,-0.523,1.251,-0.075
1556,16,3,0,2,3,-0.098,-1.515,0.272
1557,10,11,17,2,5,-1.127,0.18,0.913
1558,13,3,7,3,5,-1.816,0.544,0.511
1559,0,16,3,2,3,-0.395,1.33,-0.777
1560,9,7,12,2,3,-0.435,-0.117,0.086
1561,0,9,3,1,2,-0.2,0.708,-1.334
1562,2,8,14,1,4,1.385,-0.5,1.346
1563,10,12,11,1,3,0.09,-1.202,0.58
1564,15,18,1,3,4,1.165,-0.169,-0.458
1565,15,12,17,1,4,0.618,-0.524,-1.289
1566,11,15,0,2,2,1.641,-0.391,0.652
1567,2,19,7,3,5,0.396,-0.302,-0.326
1568,12,10,7,3,4,0.841,0.184,0.334
1569,6,13,3,1,2,-1.935,-1.249,-0.831
1570,0,16,14,1,5,0.336,0.728,-1.65
1571,17,1,8,3,3,-0.715,-0.372,-1.101
1572,14,9,5,1,3,-0.849,-0.626,-1.017
1573,2,6,15,2,3,-2.426,1.728,0.062
1574,5,12,1,2,3,0.333,1.975,-1.009
1575,14,3,18,1,2,-0.585,1.875,2.047
1576,19,18,0,2,5,-1.037,1.151,1.21
1577,11,17,3,2,5,0.157,1.047,0.224
1578,13,2,18,1,3,1.063,-1.027,-1.174
1579,7,4,3,1,2,0.189,0.551,0.332
1580,6,14,17,2,4,-2.634,0.368,-0.734
1581,3,17,1,1,2,-1.098,0.321,0.427
1582,12,0,11,1,5,0.116,-0.475,-0.669
1583,0,9,4,2,3,-1.146,1.151,-1.381
1584,6,15,18,2,3,0.805,0.578,-0.835
1585,2,4,18,3,3,-0.928,0.241,-0.287
1586,16,2,5,1,4,0.507,-0.801,0.12
1587,1,13,19,2,5,0.771,1.47,0.258
1588,11,12,14,3,3,-0.005,-0.522,-1.327
1589,13,5,7,3,5,-1.168,-0.403,1.674
1590,13,0,19,1,5,1.816,1.071,0.874
1591,11,8,12,2,5,1.135,-1.725,-2.379
1592,10,9,17,3,4,1.719,-0.955,-1.136
1593,18,17,4,2,4,0.217,0.975,0.628
1594,10,17,16,3,5,1.3,0.543,1.866
1595,19,16,7,2,4,-0.819,1.079,-0.711
1596,11,9,6,2,5,-0.241,1.328,-0.312
1597,19,4,9,1,3,-0.566,-0.295,-1.234
1598,6,14,16,1,1,-0.325,-2.018,-0.437
1599,10,5,15,2,3,-0.519,-1.235,1.0
1600,18,14,17,2,3,-0.011,0.387,0.69
1601,17,12,0,1,2,0.685,0.291,-0.71
1602,15,14,17,3,4,-1.042,-0.073,-0.278
1603,15,3,19,2,5,2.813,-0.212,0.506
1604,3,11,1,1,1,-0.216,1.242,-0.202
1605,13,6,1,3,5,1.739,0.452,0.179
1606,19,8,9,2,3,0.17,1.377,-0.711
1607,17,11,7,1,1,-0.338,-0.824,-0.289
1608,7,5,12,1,5,-1.851,-1.659,1.38
1609,8,15,3,1,2,0.89,0.399,-0.584
1610,14,5,18,1,3,0.577,0.461,-0.473
1611,19,12,14,1,2,1.229,0.334,0.244
1612,14,19,4,3,4,0.985,-1.345,1.684
1613,6,15,13,3,4,0.245,-0.514,1.057
