query_id,user_id,time_slot,device_code,day_type,referral_code,session_length,entry_point,candidates,chosen_item_id
8078,300,2,2,0,1,116,1,349|783|394|105|583|6|544|501|376|249,783
8079,359,4,0,2,4,44,1,195|203|612|688|102|118|327|52|434|137,52
8080,277,1,1,0,6,16,1,455|369|557|22|751|490|773|337|153|11,153
8081,128,2,1,0,5,64,3,656|633|365|214|397|15|514|770|327|297,327
8082,109,1,3,1,3,34,4,91|150|591|634|151|793|708|171|70|418,150
8083,298,1,0,1,1,29,2,220|398|474|678|60|721|554|329|171|779,220
8084,395,2,1,0,5,23,3,41|247|342|188|694|785|390|402|285|773,41
8085,239,3,1,1,1,25,3,588|22|742|540|4|736|479|503|290|783,22
8086,46,4,3,1,5,61,4,14|277|296|612|232|379|241|118|672|553,296
8087,324,1,0,0,8,30,0,778|92|227|74|27|431|182|546|6|73,73
8088,72,3,0,2,2,77,3,309|459|165|209|104|532|366|214|431|307,209
8089,136,4,1,0,5,27,3,300|567|69|401|576|726|188|473|167|696,473
8090,374,1,0,2,0,113,4,452|67|152|188|480|411|668|102|409|187,67
8091,112,3,1,1,5,88,2,389|383|211|486|278|783|251|235|648|794,794
8092,228,2,3,1,5,57,2,713|633|557|537|781|465|226|360|312|111,713
8093,36,5,0,2,5,26,2,111|636|25|732|461|213|239|418|118|33,118
8094,274,5,1,2,9,11,3,587|68|628|5|466|428|300|159|138|639,587
8095,79,0,2,2,1,10,0,13|199|29|201|310|763|211|669|51|437,51
8096,160,0,0,1,7,90,2,105|729|113|299|597|143|0|789|329|36,789
8097,354,2,1,2,9,9,3,479|494|35|44|133|260|704|276|84|681,133
8098,295,3,2,0,8,87,3,587|573|682|108|36|247|633|326|409|53,587
8099,87,4,3,2,8,101,3,729|789|796|488|536|391|32|704|409|444,796
8100,175,3,1,1,7,71,2,184|51|10|485|710|698|437|455|161|239,51
8101,75,0,3,2,8,40,4,48|157|654|403|389|494|374|630|420|458,458
8102,269,1,3,0,7,34,0,412|598|683|579|514|665|715|409|165|611,409
8103,336,5,0,0,4,113,2,427|302|439|56|365|236|774|208|133|513,302
8104,152,5,2,0,8,86,2,331|38|221|435|681|514|42|718|409|738,718
8105,195,2,3,0,5,103,0,90|229|242|610|658|227|219|246|487|516,516
8106,41,5,2,0,2,109,2,681|736|73|745|52|273|733|29|356|134,52
8107,104,5,2,1,6,24,4,677|378|209|724|593|327|37|380|95|486,724
8108,34,0,0,2,9,104,0,415|308|423|51|491|775|329|311|192|759,415
8109,59,2,2,2,6,79,2,562|628|312|347|320|662|740|698|796|645,796
8110,329,5,3,1,6,98,3,659|544|453|482|230|118|249|22|150|357,482
8111,298,4,0,2,0,51,4,788|399|546|774|321|84|309|622|514|278,546
8112,165,1,1,1,5,37,4,216|432|98|309|763|437|307|547|535|362,362
8113,386,4,0,0,0,88,0,163|61|13|784|215|41|688|236|249|252,41
8114,350,2,3,2,8,21,1,23|236|799|447|73|454|504|164|138|241,504
8115,373,3,1,2,6,92,0,386|621|439|383|747|646|17|525|287|221,439
8116,7,3,2,0,9,119,0,94|101|503|776|545|322|127|188|793|592,127
8117,87,4,0,0,4,90,3,382|24|41|433|698|672|174|408|677|554,698
8118,338,0,2,1,7,61,2,792|714|775|654|646|518|653|73|158|559,158
8119,382,0,3,2,1,112,4,67|624|265|149|589|248|15|618|390|369,624
8120,134,3,3,2,0,109,0,358|572|247|362|730|356|143|605|519|387,247
8121,301,1,2,1,6,42,2,543|68|40|376|398|489|300|786|37|479,68
8122,28,1,0,2,7,46,0,144|212|127|73|799|374|778|33|243|95,73
8123,389,1,1,0,7,57,2,569|6|67|724|102|264|134|271|365|299,6
8124,302,3,2,0,1,12,3,472|115|367|616|774|477|198|295|727|537,616
8125,163,2,3,0,6,80,3,625|40|422|474|140|109|102|117|795|160,140
8126,90,2,3,2,3,14,3,702|123|181|155|582|313|73|575|531|689,531
8127,15,3,3,2,6,63,3,134|594|251|725|524|299|684|543|149|555,134
8128,98,0,3,0,8,32,4,539|628|425|36|11|386|139|123|466|275,11
8129,319,4,0,0,6,117,2,354|786|675|185|778|512|108|79|282|685,685
8130,335,2,1,1,2,25,2,221|372|680|40|679|332|313|206|249|516,249
8131,267,0,1,0,6,31,4,501|690|195|545|327|167|304|85|756|128,304
8132,354,4,0,2,7,71,0,277|192|288|523|493|247|194|140|188|200,247
8133,385,2,0,0,1,51,2,770|153|196|126|182|454|759|70|686|787,770
8134,148,3,2,2,5,61,1,652|799|310|473|462|448|227|499|739|780,310
8135,228,4,0,0,8,5,1,422|121|488|262|277|231|5|531|306|339,488
8136,189,2,3,0,4,73,0,772|36|654|495|288|576|428|677|756|647,647
8137,83,0,2,2,4,21,2,225|701|638|383|88|703|378|365|548|158,158
8138,332,1,1,0,8,41,1,73|327|285|706|66|284|133|293|798|74,284
8139,169,2,3,1,4,31,3,309|587|673|598|661|689|13|248|423|123,587
8140,341,4,0,1,6,12,4,288|570|633|233|447|75|575|680|686|514,514
8141,88,0,1,2,1,81,2,57|371|548|339|421|330|5|144|770|45,57
8142,46,4,3,1,9,4,3,341|343|313|351|441|309|133|678|500|39,351
8143,28,4,0,2,2,36,0,129|243|660|228|462|31|624|470|223|156,624
8144,192,0,0,0,7,37,2,290|302|111|682|152|22|436|703|614|242,22
8145,213,4,0,0,3,96,4,572|610|611|385|213|55|742|549|36|192,611
8146,189,1,1,2,7,17,1,11|350|214|587|397|77|601|60|288|146,214
8147,178,5,1,1,9,61,0,330|752|23|635|126|725|533|419|21|320,419
8148,127,1,2,2,3,84,0,147|709|252|264|550|742|661|513|553|307,661
8149,212,2,2,2,2,62,2,256|77|314|791|52|665|464|484|624|378,665
8150,302,1,0,0,8,57,2,339|78|229|778|722|787|105|616|263|44,778
8151,66,2,1,2,8,88,1,315|22|173|671|310|45|19|157|762|83,310
8152,118,4,2,1,6,107,3,383|778|725|45|313|551|286|727|249|738,725
8153,297,3,0,2,9,17,4,55|313|545|221|368|339|733|54|57|185,57
8154,348,2,1,1,9,63,4,154|343|358|613|293|517|415|238|130|194,415
8155,195,1,0,1,5,113,2,132|768|724|362|169|728|729|155|7|135,724
8156,180,2,1,0,8,80,0,6|587|157|20|783|292|666|618|635|495,783
8157,200,5,1,2,2,23,1,288|144|485|723|98|406|237|314|349|731,723
8158,65,2,1,1,8,80,0,394|729|536|351|179|327|355|181|688|776,327
8159,61,4,1,2,3,18,1,10|85|467|799|403|431|388|423|4|304,799
8160,133,1,1,0,7,65,4,756|768|771|360|168|41|96|528|642|161,41
8161,305,3,0,0,5,26,3,629|477|381|169|186|479|233|722|146|495,233
8162,207,1,1,0,3,20,3,488|120|66|230|43|252|128|387|303|284,488
8163,63,4,3,0,0,76,1,38|167|440|252|262|612|74|233|145|399,233
8164,34,3,0,0,2,1,2,452|343|633|194|358|128|505|191|567|782,194
8165,366,2,2,1,7,109,3,719|181|68|305|631|138|29|633|563|551,29
8166,231,2,0,1,1,77,1,598|136|115|543|179|67|506|6|104|340,598
8167,327,1,2,2,9,41,4,348|191|377|209|611|94|16|554|514|117,348
8168,89,3,2,2,3,110,4,605|509|392|176|291|237|46|379|758|148,291
8169,21,3,0,1,4,67,2,763|305|359|300|634|294|120|362|796|387,294
8170,136,1,3,2,7,8,1,106|714|46|613|784|792|446|540|377|482,784
8171,6,0,3,0,4,68,0,748|0|50|235|677|233|321|78|504|288,288
8172,165,3,2,1,1,28,2,430|56|55|758|601|410|261|263|88|502,430
8173,222,1,0,1,6,63,4,11|587|793|753|510|39|606|700|466|390,587
8174,24,1,2,1,4,67,3,480|635|542|328|338|290|232|84|450|112,328
8175,150,4,2,2,6,50,2,51|586|89|311|2|277|138|111|671|52,52
8176,327,1,2,1,4,73,3,357|409|667|751|722|334|136|18|573|647,357
8177,270,4,2,2,2,76,2,388|236|646|446|548|654|623|554|395|18,18
8178,42,1,1,1,4,1,3,167|209|229|545|710|575|430|609|635|128,430
8179,339,0,3,0,0,55,1,95|740|339|69|232|199|121|640|190|249,69
8180,26,1,1,2,2,74,3,708|57|310|306|519|102|516|536|332|62,332
8181,391,2,1,0,8,92,2,478|799|179|545|550|238|459|95|421|668,238
8182,253,0,2,2,6,37,3,387|176|554|65|59|618|732|683|654|175,59
8183,323,3,1,1,8,5,1,531|615|685|601|557|705|4|34|199|625,531
8184,376,4,0,2,8,55,3,391|176|387|403|40|182|130|662|394|523,387
8185,183,5,2,1,7,101,3,329|365|115|423|725|575|22|302|250|30,365
8186,135,1,1,1,0,23,3,236|83|482|796|202|436|341|497|240|121,121
8187,199,3,1,1,5,66,3,367|16|398|351|265|409|673|738|755|795,409
8188,214,3,3,0,4,35,1,350|248|392|327|565|513|55|446|608|632,327
8189,347,4,0,0,9,13,1,167|769|336|97|165|660|288|505|588|138,97
8190,354,1,0,2,1,14,4,57|402|195|469|356|785|388|497|192|59,59
8191,158,2,0,2,9,30,0,353|399|173|375|775|505|277|265|164|784,375
8192,21,2,3,1,5,34,2,589|240|170|245|189|280|742|708|173|324,280
8193,219,0,3,0,6,101,1,697|479|288|647|718|135|447|397|742|471,742
8194,162,0,3,1,6,66,2,544|208|516|558|546|662|192|52|150|68,208
8195,190,2,2,2,6,6,2,546|633|315|96|535|707|623|214|482|430,633
8196,105,3,1,2,0,116,4,650|281|307|32|585|514|631|284|639|292,514
8197,263,0,2,0,1,116,4,306|39|69|0|189|100|390|9|408|733,69
8198,298,4,1,2,5,98,1,253|555|102|307|438|3|362|381|681|762,307
8199,164,5,2,1,1,29,4,124|632|789|6|73|394|446|622|627|493,493
8200,157,4,1,2,6,16,3,364|339|193|281|359|16|234|544|363|610,16
8201,246,5,2,1,1,22,4,73|346|636|535|209|4|739|67|66|77,67
8202,95,1,0,0,5,101,4,708|222|600|732|114|798|71|12|473|113,732
8203,285,5,1,2,6,9,0,795|307|592|769|52|763|348|279|479|157,52
8204,333,1,0,1,5,20,3,44|710|450|209|573|82|288|363|308|479,710
8205,320,4,2,1,6,73,2,22|249|150|300|372|257|466|414|411|153,300
8206,349,0,0,2,8,61,0,406|640|433|450|550|357|159|642|264|241,357
8207,227,3,0,2,7,59,1,379|22|479|357|488|329|288|175|309|610,22
8208,387,0,1,1,7,9,2,381|531|108|239|567|181|424|570|404|39,39
8209,291,1,2,2,3,10,2,145|118|327|232|257|489|432|700|662|61,327
8210,301,1,3,2,4,115,3,773|712|17|692|135|303|677|543|348|455,712
8211,254,0,2,1,9,10,4,229|431|784|34|706|612|131|633|82|201,431
8212,28,5,2,0,3,97,0,409|307|10|387|623|472|559|709|375|303,409
8213,202,1,3,0,8,13,0,464|51|275|518|227|52|146|456|682|636,518
8214,350,0,0,0,4,3,3,723|142|475|647|399|25|479|12|707|67,479
8215,5,1,0,2,7,87,2,678|79|472|343|713|59|340|338|276|675,713
8216,227,5,2,2,4,100,3,631|626|11|280|695|414|178|152|303|348,303
8217,282,2,2,2,4,20,3,385|72|335|62|645|345|56|189|469|224,72
8218,118,3,1,0,5,117,4,202|577|16|450|389|54|258|549|790|268,577
8219,286,1,3,0,2,23,4,415|713|301|169|353|85|602|277|176|195,277
8220,185,5,1,1,4,26,4,509|428|309|429|725|646|191|426|390|616,725
8221,26,4,2,2,3,94,3,655|306|587|589|562|103|307|519|650|332,519
8222,83,5,3,2,7,66,1,760|324|477|651|173|343|652|466|573|503,477
8223,97,4,3,2,9,112,3,534|729|430|221|573|776|410|80|396|515,776
8224,318,1,1,2,5,84,2,561|167|638|242|715|56|265|418|218|41,167
8225,312,1,3,0,7,79,2,56|254|491|488|725|135|532|298|691|366,56
8226,389,3,3,0,1,14,2,291|379|478|547|510|296|494|31|533|744,291
8227,95,2,1,1,6,76,1,546|176|361|722|257|622|579|121|488|587,488
8228,264,4,0,2,8,87,2,795|38|43|427|118|252|532|433|665|422,38
8229,26,0,2,0,4,39,3,597|10|319|724|723|376|63|77|673|123,723
8230,321,2,2,1,7,109,1,134|763|390|368|182|427|2|582|411|161,763
8231,323,3,2,0,9,36,3,517|569|148|14|68|83|528|676|244|468,676
8232,395,0,0,1,2,46,3,97|107|364|322|194|147|573|93|440|677,147
8233,0,5,3,2,4,69,4,677|348|90|422|614|393|54|199|553|724,724
8234,255,4,3,1,6,101,2,507|76|110|355|410|78|103|196|460|421,460
8235,185,1,3,2,8,119,4,675|228|683|742|127|568|184|374|100|376,742
8236,302,4,2,2,0,26,2,551|411|87|795|223|500|106|290|549|206,551
8237,128,1,0,2,3,86,4,676|517|221|18|784|421|188|674|383|500,188
8238,273,4,3,2,7,39,2,123|514|766|295|268|342|703|73|503|358,73
8239,164,3,0,2,8,110,1,203|456|713|123|468|742|390|586|693|214,123
8240,128,1,0,1,0,58,3,105|145|328|703|118|454|799|12|779|249,12
8241,178,2,3,1,3,26,2,409|639|480|5|773|408|233|425|633|571,571
8242,62,4,3,1,2,35,1,538|628|402|295|147|543|120|458|545|777,545
8243,207,5,0,2,9,91,2,410|348|91|88|510|406|450|184|288|729,288
8244,373,1,2,1,6,55,3,474|415|96|512|737|601|351|418|705|150,601
8245,355,2,0,2,9,80,3,83|655|363|646|788|260|606|636|143|721,83
8246,391,5,2,2,0,114,1,535|300|566|128|601|504|681|157|753|22,504
8247,70,2,0,0,8,3,0,546|361|543|315|0|567|713|771|538|399,543
8248,90,0,0,1,5,114,3,205|769|27|9|322|559|418|537|351|683,351
8249,109,1,3,2,3,110,4,477|102|95|622|614|77|261|136|524|444,95
8250,81,2,3,0,1,72,1,470|721|759|188|325|477|698|569|772|713,569
8251,195,3,2,2,9,104,4,398|646|596|158|553|361|543|678|422|264,398
8252,49,5,3,0,1,31,2,13|410|718|614|293|497|363|95|155|305,497
8253,113,4,3,0,1,1,4,778|676|30|322|479|742|270|680|642|63,676
8254,385,3,1,2,7,35,4,758|497|671|763|737|302|389|733|360|716,737
8255,133,1,2,2,1,97,1,107|520|549|662|30|447|788|639|430|439,430
8256,348,4,1,0,6,59,3,64|97|435|735|681|497|351|799|672|526,97
8257,208,3,0,1,4,74,0,382|226|488|771|504|583|105|680|729|321,488
8258,277,0,0,1,1,115,3,209|584|122|100|742|267|240|488|695|61,240
8259,30,2,1,2,9,109,0,136|578|436|169|409|203|418|656|400|43,169
8260,227,3,3,2,2,35,3,248|487|742|553|144|11|59|412|439|423,439
8261,137,5,2,1,1,34,3,241|451|623|438|573|11|500|147|183|591,147
8262,351,0,3,1,7,46,3,675|112|55|364|252|738|16|494|760|251,16
8263,159,4,1,1,1,24,4,765|766|568|73|343|475|489|476|527|195,475
8264,285,2,1,1,9,48,4,195|625|629|136|505|262|653|372|569|40,625
8265,59,0,2,1,2,23,2,661|328|357|466|721|578|455|655|308|90,328
8266,248,3,2,1,9,64,1,253|143|385|192|720|480|516|85|540|93,85
8267,215,4,1,0,1,98,4,110|429|775|130|446|575|9|507|752|707,752
8268,7,4,1,1,9,46,2,181|541|368|659|407|330|255|95|310|10,181
8269,238,0,2,0,5,2,3,11|135|164|742|246|79|687|684|677|540,742
8270,118,5,3,2,7,81,2,526|703|274|144|78|719|258|650|240|65,144
8271,323,3,1,0,5,81,3,708|567|681|111|494|325|658|570|730|405,325
8272,309,4,0,1,7,91,2,318|107|319|662|482|339|432|52|688|121,121
8273,86,5,1,0,7,94,3,57|712|535|302|9|351|752|553|661|348,302
8274,260,0,2,2,5,29,3,762|21|559|339|45|121|648|33|185|351,351
8275,244,1,2,1,2,58,4,229|307|527|120|37|364|144|373|362|677,307
8276,129,0,2,2,6,81,3,789|318|257|719|784|238|95|394|127|433,95
8277,31,5,2,2,4,78,2,248|283|188|685|771|528|721|140|635|642,771
8278,33,2,2,0,0,31,0,277|159|249|258|327|619|605|480|456|769,249
8279,49,4,0,0,6,57,3,489|431|313|515|718|372|524|75|325|623,372
8280,106,4,0,0,1,116,0,528|8|140|553|95|435|92|683|399|509,399
8281,389,4,0,0,4,92,3,204|656|645|796|319|480|213|626|73|279,796
8282,293,1,3,1,4,61,2,349|541|102|548|729|639|678|582|379|688,379
8283,265,1,0,1,8,39,1,695|404|262|85|332|418|69|301|119|142,85
8284,79,5,0,1,7,26,0,433|409|374|73|85|243|515|261|633|530,409
8285,265,3,3,0,1,38,4,399|107|619|616|457|300|44|404|164|160,399
8286,242,0,1,0,2,99,1,194|188|550|85|317|405|239|238|593|625,238
8287,148,3,3,1,4,9,1,458|722|551|141|66|763|5|451|385|127,551
8288,216,3,3,0,1,6,3,714|534|300|51|425|249|191|181|73|462,181
8289,167,2,0,0,8,69,1,399|274|332|587|640|721|335|402|514|142,399
8290,293,1,3,2,6,53,0,525|344|474|468|308|318|409|111|353|167,167
8291,391,2,3,1,1,58,4,649|64|728|763|605|796|458|215|588|118,796
8292,179,3,2,2,4,120,3,454|742|527|718|138|522|284|283|466|504,742
8293,106,4,2,1,9,30,3,486|630|25|215|272|192|176|13|784|587,272
8294,387,5,1,1,6,53,1,514|790|649|757|435|95|578|181|255|394,95
8295,134,3,0,1,2,5,0,415|15|209|55|466|196|506|423|66|617,15
8296,0,0,2,0,6,36,1,248|311|742|56|313|519|570|670|526|232,519
8297,53,1,1,1,9,72,2,391|748|502|383|774|38|704|721|505|53,38
8298,331,5,1,0,3,69,4,102|209|585|67|87|360|188|416|362|182,67
8299,287,4,2,2,0,84,1,725|307|87|751|120|391|648|142|519|369,648
8300,145,4,0,2,5,86,4,182|414|488|32|665|186|421|625|356|601,625
8301,328,4,1,0,6,56,3,660|601|510|499|266|533|302|519|180|176,180
8302,95,2,2,1,5,114,0,664|112|644|340|418|285|28|455|399|601,601
8303,343,1,1,1,8,24,2,768|474|257|789|442|769|224|759|558|3,3
8304,104,0,0,0,4,81,2,601|226|22|363|536|375|488|742|724|415,724
8305,362,5,0,1,3,81,1,11|313|763|264|451|292|297|65|566|282,566
8306,100,0,2,0,7,41,1,138|374|760|308|99|378|83|504|212|566,504
8307,162,1,3,2,4,47,3,449|80|357|486|653|209|57|352|146|508,209
8308,176,5,2,0,8,94,1,488|529|687|541|586|303|674|186|622|772,586
8309,330,5,1,0,6,94,3,677|474|37|66|347|687|341|34|103|656,656
8310,88,3,2,2,7,73,2,708|262|689|715|280|607|536|96|166|648,648
8311,358,5,0,1,2,54,1,709|588|124|769|783|549|703|639|149|339,783
8312,40,5,1,1,3,119,4,722|112|205|306|776|516|301|209|713|465,465
8313,85,2,0,0,6,49,2,4|151|384|308|531|213|723|495|393|214,308
8314,261,4,2,0,1,88,1,502|123|713|752|726|144|632|687|479|54,54
8315,203,4,3,1,5,22,3,458|439|73|146|566|286|61|789|555|38,73
8316,368,4,0,0,4,44,4,285|238|461|25|279|739|181|663|625|241,739
8317,332,3,3,2,9,47,3,497|684|675|681|179|628|491|375|36|307,307
8318,384,5,0,1,5,25,1,687|57|15|244|134|797|74|170|340|698,15
8319,103,1,2,1,1,58,1,311|105|546|29|624|773|360|125|399|633,399
8320,151,0,3,1,9,82,2,686|479|397|296|118|392|5|486|736|405,486
8321,251,0,3,0,6,115,3,69|244|153|757|285|186|85|193|118|201,69
8322,258,3,1,1,6,98,4,558|355|216|667|291|30|713|467|646|415,713
8323,24,0,3,0,6,120,1,269|387|38|119|212|51|360|452|711|326,360
8324,174,0,3,2,3,45,0,528|147|522|151|799|713|484|16|3|634,713
8325,380,2,0,0,0,59,2,249|590|220|191|288|138|222|513|543|612,138
8326,280,2,0,2,2,38,1,407|352|624|169|38|119|665|514|149|53,38
8327,136,2,1,1,8,94,0,130|189|262|215|577|767|692|6|358|142,262
8328,393,4,0,0,0,65,0,700|348|776|328|506|302|715|198|75|249,348
8329,290,3,3,1,1,104,4,576|677|101|591|358|695|698|229|179|710,698
8330,125,5,3,0,1,78,1,770|351|254|725|528|147|612|121|648|547,351
8331,8,5,0,1,2,111,1,476|543|71|428|613|793|573|664|150|198,428
8332,226,5,1,1,1,65,0,650|459|266|121|186|476|501|784|658|708,121
8333,170,4,1,0,0,20,4,277|15|433|746|280|30|200|526|80|195,15
8334,397,1,3,2,2,86,1,128|686|350|667|612|278|307|397|79|179,612
8335,265,4,2,0,3,26,1,602|688|598|67|332|0|539|227|324|360,598
8336,53,4,1,1,0,17,0,275|233|488|107|263|399|109|527|284|612,612
8337,55,2,3,2,4,12,0,384|515|291|431|92|73|571|258|182|197,73
8338,225,3,1,0,7,115,0,342|267|51|176|467|623|89|8|612|195,267
8339,219,2,1,2,5,87,1,679|599|168|631|466|8|611|617|242|138,611
8340,242,0,2,2,8,17,4,304|31|718|724|307|586|155|554|252|234,724
8341,397,2,1,0,6,115,0,84|427|711|439|302|22|525|74|93|89,302
8342,119,0,3,1,6,108,3,623|413|18|12|338|323|732|131|486|339,339
8343,84,1,3,0,5,79,0,416|181|52|133|28|658|642|396|44|685,52
8344,248,3,1,1,5,85,4,143|244|413|623|321|784|545|114|294|595,784
8345,112,4,3,1,0,28,2,406|102|629|258|195|77|697|783|616|725,725
8346,353,4,0,1,9,41,0,375|379|95|262|380|275|348|136|682|689,262
8347,216,2,2,0,1,13,0,219|357|554|699|157|188|799|117|65|41,188
8348,226,4,3,1,1,25,0,768|189|506|637|509|645|396|92|468|121,189
8349,284,2,1,0,6,76,3,467|379|6|78|421|798|140|528|665|770,770
8350,334,2,1,1,4,66,4,112|319|617|734|731|379|563|458|296|394,394
8351,162,2,3,2,4,120,0,23|22|644|70|774|35|56|378|120|57,70
8352,305,0,3,2,0,107,0,738|333|179|430|132|229|536|57|457|378,378
8353,29,1,2,1,9,68,4,265|536|583|567|703|726|566|642|350|529,350
8354,274,5,2,0,9,115,0,372|74|300|399|71|222|566|490|651|696,74
8355,99,5,0,2,9,95,0,166|188|352|454|519|51|670|272|61|598,598
8356,218,2,3,0,5,44,0,582|706|666|130|213|573|676|294|87|799,676
8357,78,5,0,2,5,14,2,257|522|479|97|203|483|322|470|118|349,522
8358,158,1,0,1,7,45,3,492|648|310|364|253|431|551|88|102|349,102
8359,234,3,2,0,2,114,1,301|244|545|184|458|399|3|327|496|95,399
8360,155,2,1,2,3,19,4,103|675|493|781|541|146|1|513|91|573,91
8361,177,4,3,0,3,43,3,573|360|193|783|565|762|587|257|784|426,257
8362,222,5,2,0,0,85,1,488|423|526|776|460|148|504|114|288|113,288
8363,152,5,0,2,7,50,0,697|495|44|243|307|538|372|86|681|189,307
8364,250,3,2,2,2,18,2,636|230|168|579|698|95|540|294|659|261,540
8365,358,2,2,0,5,19,1,563|61|52|144|394|238|642|215|38|417,52
8366,160,4,0,1,8,95,1,637|227|553|120|766|113|63|461|91|178,120
8367,33,3,0,1,5,26,1,245|77|248|183|52|773|266|762|695|267,52
8368,387,0,1,0,7,32,2,615|323|553|305|111|487|193|246|53|538,538
8369,54,5,2,1,9,22,1,291|488|214|381|22|625|768|136|799|758,488
8370,168,5,1,1,8,76,1,140|210|675|744|367|96|556|134|466|674,134
8371,69,0,1,2,2,76,2,252|328|256|672|615|571|765|662|288|770,288
8372,260,4,3,0,9,10,0,409|287|448|318|214|187|722|428|487|347,409
8373,184,5,0,1,1,1,2,662|185|681|103|659|339|227|427|5|208,185
8374,256,3,3,0,4,61,2,783|107|674|678|319|5|736|198|78|167,674
8375,98,1,2,1,4,6,0,521|598|107|374|660|310|170|487|664|198,107
8376,398,0,3,0,9,25,3,256|306|262|176|142|74|165|64|743|52,52
8377,7,3,3,1,2,115,1,782|307|799|317|260|546|73|265|217|680,799
8378,8,2,0,0,2,21,1,399|112|433|232|592|554|567|279|549|524,549
8379,95,3,2,0,4,110,0,244|431|70|652|536|15|174|235|310|238,238
8380,68,0,1,1,5,18,2,684|611|11|742|55|593|638|727|504|538,684
8381,35,0,0,1,4,114,4,782|307|445|704|789|437|169|51|233|351,233
8382,361,4,2,2,3,54,2,118|97|778|596|770|630|142|600|77|659,142
8383,248,5,3,1,8,100,2,690|250|703|354|281|134|698|759|7|238,238
8384,69,3,0,2,8,6,1,305|118|555|38|671|570|397|121|183|783,121
8385,383,3,1,2,3,2,4,279|55|606|35|61|59|214|690|695|553,214
8386,144,3,3,1,9,89,2,344|738|413|157|692|385|550|369|138|551,138
8387,341,5,0,0,7,25,1,739|348|330|367|229|616|779|436|344|399,616
8388,59,0,2,0,4,35,2,276|69|382|762|328|756|551|171|121|56,551
8389,145,5,0,0,9,2,3,235|345|791|431|100|755|22|191|488|32,791
8390,254,0,2,0,7,25,4,519|720|592|537|268|65|162|112|332|516,268
8391,288,3,0,0,0,38,4,54|331|405|624|433|609|291|585|459|195,433
8392,362,1,0,2,5,12,1,514|257|322|52|99|174|213|582|169|344,344
8393,391,4,0,1,6,116,4,133|799|602|481|102|251|505|155|527|670,102
8394,17,3,0,1,1,76,0,564|758|621|650|94|783|156|209|601|738,783
8395,135,4,1,0,8,18,4,541|704|321|732|580|26|87|766|490|280,280
8396,4,4,3,1,9,6,1,604|649|54|337|522|504|514|524|419|788,514
8397,319,2,1,0,1,16,1,232|610|181|556|236|536|248|624|403|695,624
8398,273,5,2,0,7,97,1,64|313|34|687|30|66|147|477|450|241,241
8399,37,5,2,2,2,81,1,18|581|764|793|396|182|54|569|409|537,409
8400,327,2,1,2,4,111,3,646|261|514|65|106|38|592|322|726|769,726
8401,86,2,2,1,6,110,1,603|678|377|516|653|1|780|663|16|229,653
8402,156,1,2,0,3,77,1,656|704|764|89|558|463|22|466|403|663,89
8403,392,5,0,0,3,10,4,284|746|186|262|234|91|5|529|606|104,186
8404,132,4,0,2,7,115,0,126|282|184|44|266|674|80|128|661|302,302
8405,364,4,0,2,1,13,0,765|546|507|266|655|701|735|152|662|126,126
8406,251,2,3,2,9,68,2,20|599|721|489|312|198|505|387|188|380,387
8407,171,0,2,2,8,14,2,312|579|700|654|319|296|732|649|121|259,121
8408,267,3,3,2,8,99,0,787|151|374|81|766|129|578|365|247|97,129
8409,282,4,1,0,3,24,0,50|770|346|587|98|2|193|29|610|189,587
8410,369,3,1,2,1,86,1,52|747|507|600|107|102|719|714|473|698,507
8411,320,4,2,1,3,3,1,236|522|181|683|719|105|587|713|387|63,181
8412,378,1,2,0,9,18,1,433|172|770|358|625|415|92|41|198|740,415
8413,327,4,3,1,5,113,0,138|622|608|742|278|483|338|214|606|435,483
8414,29,3,3,0,4,49,3,592|406|685|95|722|661|603|343|784|143,143
8415,335,2,1,0,4,23,1,657|78|268|296|498|362|695|510|539|437,695
8416,173,1,0,1,7,69,4,681|781|734|763|528|120|554|443|113|143,113
8417,29,5,1,0,1,107,4,596|263|66|423|554|430|256|507|145|215,554
8418,255,4,2,1,4,87,4,656|616|378|244|570|185|295|432|753|70,70
8419,337,1,1,2,8,31,0,68|618|521|352|504|169|586|675|210|726,352
8420,102,2,3,1,6,18,4,325|55|546|452|238|595|304|497|358|406,304
8421,61,5,0,2,4,63,4,794|333|507|8|221|446|257|377|268|352,377
8422,4,4,1,2,7,63,3,238|40|738|694|778|96|364|555|758|376,738
8423,246,3,2,2,1,97,2,721|588|630|561|465|266|767|589|686|554,686
8424,110,3,3,1,1,93,2,4|508|364|184|495|105|198|132|95|535,184
8425,52,2,2,2,8,61,0,18|634|73|146|397|552|251|165|117|642,642
8426,293,5,0,0,6,35,2,395|235|165|776|176|117|618|748|681|238,681
8427,295,4,2,1,7,13,0,113|188|543|732|771|120|508|296|153|3,188
8428,280,5,0,2,2,93,0,375|385|107|605|262|279|215|155|699|251,262
8429,56,3,0,1,6,77,2,797|605|57|134|407|656|180|211|442|770,57
8430,351,3,3,1,9,75,4,797|351|494|156|191|314|186|95|445|536,351
8431,195,2,2,2,5,74,3,250|633|638|343|493|459|394|319|73|650,343
8432,368,2,2,0,4,33,3,406|328|659|467|633|10|733|799|95|209,633
8433,196,5,1,1,9,32,2,108|415|44|69|519|663|610|98|348|56,69
8434,281,1,0,0,5,108,4,631|511|573|601|752|771|290|426|721|202,601
