image_id,blank_row,blank_col,prop_0,prop_1,prop_2,prop_3,prop_4,difficulty,has_conditional,is_noisy
4648,2,1,2,2,1,2,0,2,0,0
4649,0,2,1,3,0,2,0,2,0,0
4650,0,0,1,0,2,0,1,3,0,1
4651,0,0,2,2,1,0,0,3,1,0
4652,1,1,3,4,1,2,1,2,0,0
4653,1,0,4,5,2,2,1,3,0,0
4654,2,0,4,3,2,0,0,3,0,0
4655,2,0,0,1,0,1,1,3,0,0
4656,2,0,0,4,0,1,0,2,0,0
4657,2,3,0,3,2,0,1,3,0,0
4658,0,2,0,4,2,2,1,3,1,0
4659,1,0,1,1,0,2,1,3,1,0
4660,2,1,5,2,1,1,1,3,0,1
4661,2,2,0,1,1,2,1,2,0,0
4662,0,1,2,2,1,2,1,3,0,1
4663,1,2,1,3,0,2,1,3,0,0
4664,0,3,3,5,1,0,1,3,0,0
4665,0,3,2,0,1,0,0,3,1,0
4666,1,3,3,3,2,1,1,3,1,0
4667,2,2,0,3,1,0,1,3,1,0
4668,2,1,2,1,1,1,1,3,0,0
4669,2,0,3,5,0,2,1,1,0,1
4670,0,2,4,1,1,1,1,3,1,0
4671,0,3,5,3,1,2,0,3,0,0
4672,0,1,2,1,2,0,1,3,0,1
4673,2,0,4,3,1,0,1,3,0,0
4674,2,3,2,4,1,0,1,3,0,0
4675,2,0,5,3,1,2,1,2,0,0
4676,0,0,2,0,2,2,0,3,1,1
4677,1,2,2,3,0,2,0,2,0,0
4678,0,1,2,1,2,2,1,3,0,0
4679,2,3,1,0,2,2,1,3,1,0
4680,2,2,3,1,0,1,0,1,0,0
4681,1,0,2,1,1,0,0,3,1,0
4682,0,0,2,4,2,1,0,3,0,0
4683,0,2,0,2,0,0,0,3,0,0
4684,0,1,2,0,1,2,1,3,1,1
4685,1,2,5,5,2,1,1,3,0,0
4686,2,3,5,4,2,1,1,3,1,0
4687,1,3,1,3,2,2,1,3,0,0
4688,1,0,5,0,0,1,0,2,0,0
4689,2,2,3,2,1,2,1,2,0,0
4690,1,1,4,0,0,2,1,3,0,1
4691,0,1,0,3,1,1,0,3,1,0
4692,2,0,5,2,0,1,0,3,1,1
4693,0,0,1,5,2,1,0,3,0,0
4694,0,3,2,4,1,2,1,2,0,0
4695,2,3,3,4,0,0,1,3,0,0
4696,0,3,0,5,0,2,0,3,0,0
4697,0,2,5,4,1,2,0,2,0,0
4698,1,2,2,0,2,2,0,3,1,1
4699,2,3,2,3,2,0,0,3,0,0
4700,0,2,3,0,0,1,1,1,0,1
4701,1,0,3,2,2,2,1,3,0,0
4702,0,3,5,2,0,0,0,3,0,1
4703,0,2,1,4,1,1,0,3,0,0
4704,2,3,1,5,1,1,0,3,0,1
4705,2,2,4,1,1,0,0,3,1,0
4706,0,3,1,1,2,0,1,3,1,0
4707,1,3,0,2,2,0,1,3,1,1
4708,1,2,2,5,1,2,0,3,0,0
4709,2,3,4,1,2,1,1,2,0,0
4710,2,0,0,1,2,2,1,3,0,0
4711,0,1,2,1,1,0,1,3,0,1
4712,2,0,0,5,0,1,1,3,1,0
4713,2,2,3,3,0,0,0,1,0,0
4714,2,0,5,5,0,0,0,3,1,0
4715,1,2,3,3,1,2,0,2,0,0
4716,0,0,3,2,0,0,0,3,1,1
4717,1,0,3,5,2,1,0,3,0,1
4718,2,2,0,5,2,1,1,3,1,0
4719,0,3,4,0,1,1,0,3,0,0
4720,1,3,5,2,1,1,1,3,1,0
4721,1,1,1,3,1,1,1,2,0,1
4722,1,0,5,1,0,1,0,3,0,0
4723,2,0,2,5,1,0,0,3,0,0
4724,2,0,1,3,2,0,0,2,0,0
4725,2,2,3,0,0,0,1,2,0,0
4726,2,1,3,5,2,0,0,2,0,0
4727,1,0,2,1,1,2,0,3,0,0
4728,1,1,3,4,1,0,1,3,0,0
4729,2,1,5,0,0,0,1,3,0,0
4730,2,2,3,5,1,0,0,3,0,0
4731,2,2,0,2,2,0,0,3,1,0
4732,2,1,1,2,0,2,0,3,0,0
4733,2,2,2,5,2,0,0,3,0,0
4734,0,1,4,5,0,2,0,3,0,0
4735,1,2,0,1,1,2,0,3,0,0
4736,0,0,2,4,0,0,0,3,0,0
4737,0,1,5,1,0,2,1,3,1,0
4738,0,1,5,0,1,0,0,3,0,0
4739,0,1,2,2,1,1,1,3,0,0
4740,0,1,2,0,2,2,1,3,0,0
4741,0,1,0,5,0,0,1,3,1,0
4742,1,0,5,1,1,2,0,3,1,0
4743,2,3,5,1,1,1,0,3,1,0
4744,2,3,0,2,1,2,0,2,0,0
4745,0,2,0,4,2,2,0,3,0,0
4746,2,3,4,5,0,1,0,3,0,1
4747,1,2,3,1,2,1,0,2,0,0
4748,1,3,5,5,0,0,0,3,0,0
4749,2,3,1,1,2,2,1,3,0,0
4750,1,1,0,2,2,0,1,3,1,0
4751,1,1,5,1,2,2,1,3,0,0
4752,2,2,5,3,0,1,1,3,0,0
4753,0,2,2,4,1,0,0,2,0,0
4754,1,3,0,2,1,1,1,3,1,1
4755,2,2,2,0,1,0,1,2,0,0
4756,0,3,0,0,0,0,0,2,0,0
4757,1,1,5,2,1,0,0,3,0,0
4758,2,0,0,1,1,1,0,2,0,0
4759,1,0,0,2,2,0,1,3,1,0
4760,2,3,3,1,2,0,0,3,1,1
4761,1,2,0,2,0,2,0,3,0,1
4762,1,1,4,3,0,2,0,3,0,0
4763,2,1,2,5,1,1,1,3,0,1
4764,1,3,4,5,1,0,1,1,0,1
4765,0,2,5,3,2,2,1,3,0,0
4766,1,3,5,3,2,2,0,3,0,0
4767,0,3,1,2,1,0,0,3,0,1
4768,2,1,1,2,1,0,0,3,0,1
4769,2,2,1,0,0,2,0,3,0,1
4770,1,0,0,2,0,2,1,2,0,0
4771,0,0,1,0,2,1,1,1,0,0
4772,1,1,3,3,2,0,1,3,1,0
4773,0,3,5,1,0,0,1,3,0,0
4774,0,0,4,1,1,1,0,2,0,0
4775,0,2,1,4,1,2,0,3,0,0
4776,2,2,2,3,0,0,0,3,0,0
4777,1,3,4,5,1,0,1,3,1,0
4778,0,0,1,2,2,2,1,3,0,0
4779,0,2,0,5,2,0,0,3,1,0
4780,2,3,2,0,1,0,0,2,0,0
4781,1,3,3,0,2,0,0,1,0,0
4782,0,3,0,3,2,0,1,2,0,0
4783,0,0,1,1,1,1,1,2,0,1
4784,2,3,4,4,1,1,0,3,0,0
4785,2,1,1,0,0,2,1,3,1,0
4786,2,3,3,1,0,1,0,1,0,0
4787,1,2,5,3,2,2,0,3,1,0
4788,1,0,1,4,2,1,1,3,1,0
4789,2,2,2,1,0,1,0,2,0,0
4790,0,1,0,5,0,2,1,3,0,0
4791,0,2,2,4,1,1,0,3,0,0
4792,0,2,0,1,2,1,0,3,0,0
4793,1,0,4,2,0,0,0,3,0,0
4794,2,2,3,0,1,0,0,3,0,0
4795,2,1,0,1,2,0,1,3,0,1
4796,0,0,5,2,0,2,1,3,0,0
4797,2,1,5,3,1,0,1,3,1,0
4798,2,0,3,3,1,2,0,3,0,0
4799,2,0,4,4,1,0,1,3,1,0
4800,0,2,1,2,1,1,1,3,0,0
4801,1,0,0,2,2,1,1,2,0,1
4802,0,3,2,3,0,1,1,3,1,0
4803,2,3,3,1,2,0,1,3,0,0
4804,2,0,0,5,0,1,0,3,1,0
4805,0,0,2,4,2,0,1,1,0,1
4806,1,1,3,4,2,2,1,3,0,0
4807,2,0,4,2,1,0,0,2,0,0
4808,2,1,2,2,2,2,1,3,0,0
4809,1,3,1,0,1,2,0,3,0,0
4810,1,0,1,4,1,1,0,3,0,0
4811,0,3,3,3,0,1,1,2,0,0
4812,0,3,2,4,1,0,1,2,0,0
4813,0,2,3,2,0,2,1,3,1,0
4814,0,0,0,2,1,2,0,3,0,0
4815,0,0,1,5,1,1,0,3,1,0
4816,2,1,1,0,1,2,1,3,1,0
4817,1,0,3,4,2,0,0,3,0,0
4818,0,0,2,2,2,0,0,3,0,0
4819,0,2,1,0,1,0,0,2,0,0
4820,1,2,5,1,1,2,1,3,0,0
4821,2,2,2,1,2,1,1,3,0,0
4822,2,0,4,4,1,0,0,3,1,0
4823,1,1,4,5,0,0,0,3,0,0
4824,0,1,1,1,2,1,0,3,0,0
4825,2,2,2,4,2,0,0,3,1,0
4826,1,2,5,5,2,0,1,3,0,0
4827,2,3,2,4,2,1,0,1,0,0
4828,2,2,3,1,2,1,1,3,0,0
4829,0,0,4,5,1,0,0,3,0,0
4830,0,0,2,3,1,1,0,3,1,1
4831,0,1,1,5,1,1,1,3,0,1
4832,2,0,1,5,0,1,0,3,0,0
4833,0,2,5,5,1,1,1,3,1,0
4834,2,2,4,2,2,0,0,3,1,0
4835,2,0,4,4,2,2,1,1,0,1
4836,1,1,1,1,2,1,1,2,0,0
4837,2,2,1,5,0,0,0,2,0,0
4838,1,2,1,1,0,0,1,2,0,1
4839,1,0,3,5,0,1,0,3,0,1
4840,0,0,5,1,1,1,1,2,0,0
4841,1,2,0,5,1,2,0,3,1,0
4842,0,2,2,4,2,2,0,3,0,0
4843,1,0,5,1,2,0,1,3,0,0
4844,2,2,4,3,1,0,0,3,0,0
4845,1,0,4,3,1,2,0,2,0,1
4846,2,2,1,4,1,2,0,3,0,0
4847,1,1,0,0,0,1,1,2,0,0
4848,1,3,3,2,1,1,0,3,1,1
4849,2,1,0,1,2,0,1,3,0,0
4850,2,3,4,4,2,2,1,3,1,0
4851,1,1,0,2,1,1,0,2,0,1
4852,0,3,5,0,2,2,0,3,1,0
4853,1,1,0,2,2,0,1,2,0,0
4854,1,1,1,3,0,2,0,3,0,0
4855,1,1,0,2,2,2,1,3,1,0
4856,2,2,5,0,0,1,0,3,0,0
4857,1,1,0,4,2,2,0,3,1,0
4858,0,2,2,5,1,2,1,2,0,0
4859,2,1,0,1,2,2,0,2,0,0
4860,2,1,1,2,0,1,0,3,0,0
4861,2,2,4,2,2,0,1,3,0,0
4862,2,0,3,3,1,2,0,1,0,0
4863,1,3,1,0,0,1,1,3,1,1
4864,2,2,1,2,2,1,1,2,0,0
4865,2,1,0,4,0,0,1,1,0,0
4866,1,0,0,0,0,1,1,3,1,0
4867,1,2,1,1,2,2,1,2,0,0
4868,2,3,0,2,2,0,0,3,1,0
4869,2,0,0,0,0,2,0,3,1,0
4870,0,0,0,3,1,2,1,1,0,0
4871,1,0,2,1,0,2,0,3,0,0
4872,2,2,1,2,1,2,1,3,0,0
4873,2,1,0,0,1,0,0,3,0,0
4874,1,0,0,5,1,1,0,3,0,0
4875,1,1,5,3,0,2,1,3,1,0
4876,2,1,4,0,2,1,1,3,1,1
4877,2,1,1,1,0,2,0,3,1,0
4878,2,2,0,4,2,2,1,3,1,0
4879,0,2,2,4,1,0,0,3,0,0
4880,0,3,4,5,2,2,0,2,0,0
4881,2,0,1,4,1,0,1,3,0,0
4882,2,0,1,3,2,2,1,2,0,0
4883,2,3,0,0,1,2,0,3,0,0
4884,1,2,5,3,1,1,1,3,0,0
4885,0,1,3,5,2,2,1,2,0,0
4886,1,1,1,1,2,1,0,3,0,0
4887,2,0,4,2,0,0,1,2,0,0
4888,0,2,5,1,1,2,0,3,0,0
4889,0,3,1,5,0,2,0,3,0,0
4890,2,1,1,3,2,2,1,3,0,0
4891,2,0,3,5,2,2,0,3,0,0
4892,0,2,5,0,0,1,0,3,0,0
4893,1,3,0,5,2,1,1,1,0,0
4894,0,1,3,5,2,1,1,3,0,0
4895,2,1,5,3,2,0,1,2,0,0
4896,1,2,1,4,2,1,1,3,0,0
4897,2,3,2,5,0,0,0,1,0,0
4898,1,1,5,3,1,1,0,2,0,1
4899,1,3,1,5,1,2,1,3,0,0
4900,0,0,2,2,1,2,1,3,0,0
4901,2,0,0,2,0,2,1,3,1,1
4902,2,2,2,4,0,2,1,3,0,0
4903,0,1,0,5,0,0,0,2,0,0
4904,2,1,4,5,2,2,1,3,0,0
4905,1,0,2,2,1,0,0,3,0,0
4906,0,2,2,3,0,1,0,3,0,0
4907,2,3,4,2,2,0,0,2,0,0
4908,0,3,5,5,2,2,0,3,1,1
4909,2,3,2,1,1,2,0,3,0,0
4910,1,2,5,5,0,2,0,3,0,0
4911,0,2,4,5,1,0,1,2,0,0
4912,1,3,2,3,2,1,0,3,0,0
4913,1,1,2,4,0,0,1,2,0,0
4914,0,1,5,3,0,1,0,3,1,0
4915,0,3,2,1,1,0,1,3,1,0
4916,2,0,1,5,2,1,1,2,0,0
4917,0,0,0,3,2,2,1,2,0,0
4918,1,1,3,0,1,1,0,3,0,0
4919,2,3,3,4,0,2,0,3,0,1
4920,0,3,5,3,1,1,0,3,0,0
4921,1,3,2,2,2,0,1,3,0,0
4922,0,1,5,5,0,1,0,2,0,0
4923,2,2,5,0,1,2,0,3,0,1
4924,0,2,4,0,2,0,0,3,0,0
4925,0,2,0,5,0,1,0,3,0,0
4926,0,1,5,3,0,2,0,3,0,0
4927,2,1,4,5,0,0,0,3,0,0
4928,0,0,1,0,0,1,0,3,0,0
4929,0,1,1,5,1,1,0,3,1,0
4930,2,2,1,3,1,0,0,3,0,1
4931,1,1,0,3,2,2,1,3,1,0
4932,1,3,2,2,1,2,1,3,0,0
4933,2,2,4,0,0,2,1,3,0,0
4934,1,1,5,5,0,1,1,3,0,1
4935,2,0,2,2,1,2,1,3,0,0
4936,2,0,4,2,0,1,0,3,0,0
4937,0,0,1,1,1,1,0,3,0,0
4938,0,0,4,3,2,1,1,3,1,0
4939,2,1,2,4,0,2,1,3,1,0
4940,0,0,2,4,1,2,0,2,0,1
4941,1,3,3,0,1,1,0,3,1,0
4942,0,0,0,0,2,0,1,3,1,0
4943,1,2,2,4,1,1,1,1,0,1
4944,1,0,2,3,2,1,1,3,1,0
4945,0,0,0,3,0,0,0,3,1,0
4946,2,0,4,4,1,2,1,3,0,1
4947,1,2,4,0,0,0,1,2,0,0
4948,0,0,2,3,1,1,1,3,0,0
4949,0,3,2,1,1,1,1,3,0,0
4950,0,2,4,5,2,1,1,3,1,0
4951,0,2,0,4,1,2,1,2,0,0
4952,0,0,5,4,1,0,1,3,0,0
4953,2,1,1,4,2,2,0,3,0,0
4954,1,3,2,3,1,1,0,3,1,0
4955,0,3,0,3,0,1,1,3,0,1
4956,1,0,5,3,1,1,1,3,0,0
4957,1,1,5,4,1,2,1,3,1,0
4958,0,0,3,2,0,0,1,3,0,1
4959,2,2,5,0,2,0,0,1,0,0
4960,1,1,4,1,1,1,0,3,1,0
4961,0,0,2,3,1,1,1,3,1,1
4962,2,2,5,2,0,2,0,3,0,0
4963,2,2,5,3,0,1,1,3,0,0
4964,2,0,3,5,0,2,1,3,0,1
4965,1,3,2,2,2,2,0,3,0,1
4966,1,1,0,0,2,0,1,3,0,0
4967,0,0,5,1,2,2,1,2,0,0
4968,2,0,5,0,0,2,1,3,1,0
4969,1,0,0,1,0,0,0,2,0,0
4970,0,2,4,3,0,1,1,2,0,0
4971,2,1,2,4,0,1,1,3,0,0
4972,1,3,1,1,2,0,0,3,1,0
4973,1,2,0,5,2,2,1,3,0,0
4974,1,2,2,4,0,1,0,2,0,0
4975,2,2,1,5,1,1,1,2,0,0
4976,0,0,0,3,0,0,0,2,0,0
4977,0,3,4,1,1,2,1,3,0,0
4978,0,0,2,0,1,2,1,3,0,0
4979,1,1,4,0,1,0,0,3,0,0
4980,2,0,1,4,0,1,0,2,0,1
4981,2,2,2,1,0,2,1,3,0,0
4982,2,0,3,2,2,1,0,3,0,0
4983,2,1,0,3,2,1,0,3,0,0
4984,0,0,0,2,1,1,0,3,0,0
4985,2,3,2,5,0,2,1,3,0,1
4986,2,3,3,4,1,0,1,3,1,0
4987,0,3,5,5,0,2,0,2,0,1
4988,2,3,0,4,0,0,0,3,0,0
4989,0,0,4,1,1,2,0,3,1,1
4990,0,1,5,2,1,2,1,1,0,0
4991,0,2,0,3,1,2,0,2,0,0
4992,2,1,0,3,0,2,0,3,0,0
4993,2,1,2,5,1,2,1,2,0,0
4994,0,3,1,3,0,1,1,3,1,0
4995,2,2,3,0,2,0,0,3,1,1
4996,1,3,1,3,1,0,1,2,0,1
4997,0,2,2,2,1,2,0,1,0,0
4998,0,3,4,0,2,2,1,3,1,0
4999,0,0,0,1,0,0,0,2,0,0
5000,1,3,5,1,2,0,1,3,1,0
5001,1,2,3,4,2,0,1,2,0,1
5002,0,3,1,1,0,0,0,3,0,0
5003,2,3,2,3,2,0,0,3,0,1
5004,0,2,2,0,0,0,1,3,1,0
5005,1,1,0,3,1,0,1,1,0,0
5006,1,2,5,4,0,2,0,3,0,0
5007,1,2,5,1,1,2,0,3,0,0
5008,1,0,3,2,2,2,0,2,0,0
5009,1,3,1,2,1,2,0,1,0,0
5010,2,3,1,1,1,1,1,2,0,0
5011,2,3,5,1,2,2,0,1,0,0
5012,1,3,2,5,2,2,0,3,0,1
5013,0,2,3,0,0,2,1,3,0,0
5014,2,0,2,5,0,2,0,3,0,0
5015,0,1,0,5,2,0,0,2,0,0
5016,1,0,0,5,1,2,1,2,0,0
5017,1,0,1,3,0,0,1,2,0,0
5018,0,1,3,4,2,0,0,2,0,0
5019,0,3,4,4,0,1,0,1,0,0
5020,2,2,3,1,0,2,1,1,0,0
5021,0,2,3,3,1,0,0,3,0,0
5022,1,0,2,2,1,2,0,3,0,0
5023,1,0,4,4,2,0,0,2,0,0
5024,1,1,4,5,0,0,1,3,1,0
5025,2,2,4,4,0,2,0,3,0,0
5026,0,3,4,4,2,0,0,3,0,0
5027,0,1,0,1,1,2,1,3,0,0
5028,1,3,3,0,0,0,1,3,0,0
5029,0,2,1,5,1,0,0,3,1,0
5030,0,3,2,3,1,2,1,2,0,0
5031,0,2,3,2,1,1,1,1,0,0
5032,2,3,1,5,0,2,1,2,0,0
5033,0,2,0,1,0,0,1,3,1,1
5034,1,0,2,4,1,0,0,3,0,0
5035,0,3,1,1,0,1,1,3,0,0
5036,1,2,5,3,2,2,0,3,1,0
5037,2,3,1,5,0,2,1,2,0,0
5038,0,0,3,4,2,1,1,3,1,0
5039,0,2,3,1,0,1,0,3,0,0
5040,1,0,5,5,0,0,1,3,0,0
5041,1,3,0,5,2,2,1,3,1,1
5042,0,1,5,1,1,1,0,2,0,0
5043,0,0,1,3,1,1,1,3,0,0
5044,0,0,1,3,2,1,1,3,0,0
5045,2,1,5,2,2,1,1,3,1,0
5046,0,0,5,5,1,0,0,2,0,0
5047,2,1,0,3,2,2,0,3,1,1
5048,1,2,0,1,0,2,1,3,0,0
5049,0,2,4,0,2,1,0,3,0,0
5050,0,1,5,1,0,0,1,3,0,0
5051,1,1,5,4,0,2,0,3,1,0
5052,2,1,0,4,2,2,0,3,0,0
5053,0,2,0,3,0,1,1,2,0,0
5054,2,0,0,2,2,2,0,3,0,0
5055,0,3,3,5,2,2,1,3,1,1
5056,2,2,3,2,2,0,1,3,1,0
5057,0,0,4,2,2,2,1,3,1,0
5058,0,2,3,0,0,2,1,3,0,0
5059,2,3,1,1,1,1,1,2,0,0
5060,0,2,3,4,0,1,1,3,0,0
5061,0,1,3,3,1,2,1,3,0,0
5062,1,0,0,1,0,0,0,3,1,0
5063,1,0,1,4,2,2,1,3,1,0
5064,0,3,1,4,2,2,1,3,1,1
5065,1,3,0,0,0,1,0,3,0,0
5066,2,3,0,0,0,1,1,3,0,1
5067,1,2,5,3,0,0,0,3,1,0
5068,2,3,4,0,2,1,1,3,0,0
5069,2,0,5,0,0,2,1,3,0,1
5070,0,1,4,0,1,1,0,3,1,0
5071,2,0,3,0,0,2,0,3,0,0
5072,1,0,0,4,1,1,1,3,0,0
5073,2,1,4,5,0,0,1,3,1,0
5074,0,0,4,1,2,0,1,3,0,0
5075,0,0,1,2,2,1,0,3,0,1
5076,2,0,4,1,0,2,0,3,1,0
5077,1,3,2,2,2,1,0,3,0,0
5078,2,0,5,1,2,0,1,3,0,0
5079,0,1,5,5,2,0,1,2,0,1
5080,0,3,4,3,2,2,0,3,0,0
5081,0,0,4,5,2,2,1,2,0,0
5082,2,2,2,3,1,2,0,3,0,0
5083,0,3,3,4,0,2,1,3,0,0
5084,2,2,5,4,0,1,0,3,1,0
5085,0,3,4,2,0,0,0,3,1,0
5086,1,0,4,4,1,0,0,3,1,0
5087,2,0,5,1,2,0,1,2,0,0
5088,2,0,0,1,2,2,1,3,0,1
5089,2,0,3,0,1,1,0,2,0,0
5090,0,0,4,4,2,2,0,2,0,1
5091,0,1,5,1,2,0,0,3,1,0
5092,0,3,2,0,1,1,1,3,0,0
5093,2,0,3,2,2,2,1,3,1,0
5094,2,0,2,0,0,0,1,3,1,0
5095,1,0,5,4,2,1,1,3,0,1
5096,1,1,1,4,0,0,0,3,0,0
5097,0,0,0,2,2,1,0,3,0,0
5098,1,0,5,0,0,1,0,3,1,0
5099,2,0,1,0,2,2,0,3,0,0
5100,0,1,5,0,1,2,1,3,0,0
5101,1,3,4,1,1,0,1,3,0,0
5102,1,1,3,3,0,2,1,3,0,0
5103,1,2,1,2,1,1,1,3,0,0
5104,1,0,5,1,0,1,1,3,0,0
5105,0,2,4,3,1,2,1,3,1,0
5106,2,1,4,3,0,2,1,1,0,0
5107,2,3,5,4,1,1,0,3,0,0
5108,2,3,1,4,0,2,0,3,0,0
5109,2,2,4,2,0,1,1,2,0,0
5110,0,3,0,0,0,0,1,2,0,0
5111,2,0,0,2,1,2,0,1,0,1
5112,2,0,3,5,0,1,1,3,0,0
5113,0,2,5,3,2,1,0,2,0,0
5114,1,3,0,4,2,2,0,3,0,0
5115,0,3,2,0,1,2,0,2,0,1
5116,2,3,3,3,0,0,0,3,0,0
5117,0,2,4,1,2,0,0,3,1,0
5118,2,0,0,4,0,0,0,3,0,0
5119,2,1,2,5,2,1,0,3,0,1
5120,0,0,2,2,1,0,0,1,0,0
5121,2,3,0,1,0,0,1,3,1,0
5122,0,1,4,4,1,2,0,3,0,1
5123,2,0,4,2,2,1,0,3,0,0
5124,2,2,2,3,2,0,1,2,0,0
5125,1,1,0,1,0,2,1,3,1,0
5126,1,1,0,1,0,1,1,3,1,0
5127,0,2,0,3,1,2,0,3,0,0
5128,1,0,3,3,2,2,1,2,0,0
5129,0,1,0,0,0,0,0,3,0,0
5130,0,3,2,0,2,1,0,2,0,0
5131,0,1,3,1,1,2,1,3,0,1
5132,1,2,0,0,2,0,1,3,1,0
5133,1,0,2,4,1,2,1,3,1,1
5134,2,1,3,5,2,1,1,3,1,0
5135,1,2,5,5,0,1,1,2,0,0
5136,2,2,4,0,2,2,1,3,1,0
5137,2,0,1,3,2,2,0,3,0,0
5138,1,3,5,0,0,1,1,3,0,0
5139,2,1,1,3,0,2,1,2,0,1
5140,1,1,0,0,2,2,0,2,0,0
5141,1,3,0,3,0,2,0,3,0,1
5142,0,2,4,4,0,1,0,3,0,0
5143,1,2,5,4,2,1,1,1,0,0
5144,1,2,0,2,0,2,0,3,0,0
5145,2,0,4,0,0,1,1,3,0,0
5146,1,1,5,3,0,2,1,3,0,0
5147,0,1,1,4,0,2,0,3,0,1
5148,0,3,5,5,1,0,1,1,0,0
5149,1,2,3,1,0,2,1,3,0,0
5150,0,3,5,1,0,2,1,3,0,0
5151,2,3,1,5,0,1,0,3,1,0
5152,1,3,0,4,0,2,1,3,0,0
5153,2,1,0,1,2,0,0,3,0,0
5154,2,1,3,2,1,0,1,2,0,0
5155,2,0,3,2,0,1,0,3,0,0
5156,1,0,2,1,2,1,0,3,0,0
5157,1,0,2,1,0,2,0,3,0,0
5158,0,0,2,3,0,0,1,2,0,0
5159,0,2,2,2,0,1,0,3,1,0
5160,2,1,1,1,1,0,1,3,0,0
5161,0,3,1,2,2,2,1,2,0,0
5162,2,2,1,4,1,1,0,3,1,0
5163,0,1,2,2,0,0,1,3,1,0
5164,2,3,0,0,0,1,1,2,0,0
5165,0,2,4,3,2,2,1,3,1,0
5166,2,1,4,2,0,1,1,2,0,0
5167,1,1,5,2,2,2,0,3,1,0
5168,1,0,0,3,2,2,1,3,1,1
5169,1,1,5,4,1,2,1,3,1,0
5170,2,2,5,0,1,2,0,1,0,0
5171,2,2,0,1,0,0,0,2,0,0
5172,0,3,0,4,1,1,0,3,0,0
5173,0,3,4,2,2,1,1,3,0,0
5174,0,0,1,3,0,2,1,3,0,0
5175,1,1,5,5,1,0,1,3,1,0
5176,2,1,0,5,2,0,1,2,0,0
5177,1,0,1,2,1,0,0,3,0,0
5178,0,2,0,5,1,0,0,3,0,0
5179,1,1,5,1,1,2,1,2,0,0
5180,2,1,2,5,2,1,0,3,0,0
5181,2,0,1,2,0,0,0,3,0,0
5182,0,0,1,5,0,2,0,3,0,0
5183,1,2,0,3,1,1,0,1,0,0
5184,2,1,1,1,1,1,0,2,0,0
5185,2,0,2,2,0,1,1,3,1,0
5186,1,0,4,0,2,1,0,3,0,0
5187,2,2,4,5,2,0,0,2,0,0
5188,0,0,2,0,1,1,1,2,0,0
5189,1,0,0,0,0,1,1,3,0,1
5190,2,3,4,2,0,1,0,3,1,0
5191,2,1,2,0,1,0,1,3,0,0
5192,2,2,4,1,0,1,1,3,1,0
5193,1,0,4,0,1,1,0,2,0,1
5194,2,0,2,1,1,1,0,3,0,0
5195,0,3,3,5,2,1,0,3,0,1
5196,2,0,3,3,1,1,1,2,0,0
5197,2,0,3,1,1,0,1,2,0,0
5198,0,1,0,2,1,1,1,3,1,0
5199,0,3,0,5,1,0,1,3,1,0
5200,2,0,0,1,1,0,0,3,1,0
5201,1,3,4,3,1,1,0,3,0,0
5202,2,0,4,2,1,2,1,3,1,1
5203,2,3,5,0,0,0,0,3,1,0
5204,1,0,0,5,2,2,0,2,0,0
5205,0,0,0,4,1,1,1,3,0,0
5206,2,2,3,5,2,2,1,2,0,0
5207,1,1,3,4,2,1,0,3,0,0
5208,1,0,3,0,0,1,0,2,0,0
5209,0,3,4,0,1,1,0,3,1,1
5210,2,2,1,3,0,1,1,3,0,0
5211,2,2,1,5,2,1,1,3,0,1
5212,0,0,0,0,1,2,0,3,0,0
5213,0,2,1,1,0,0,1,3,1,0
5214,2,2,0,3,2,0,1,3,0,0
5215,1,3,4,0,0,2,0,3,1,0
5216,2,2,4,3,2,1,0,3,0,0
5217,2,0,0,2,2,2,1,3,1,0
5218,1,2,4,5,1,1,0,2,0,0
5219,1,1,3,0,0,0,1,3,0,0
5220,1,3,3,3,2,1,1,2,0,0
5221,0,3,3,3,0,1,0,3,0,0
5222,2,3,0,1,2,0,0,3,0,0
5223,0,0,4,4,1,0,1,3,0,0
5224,1,2,2,3,0,2,1,3,1,0
5225,2,2,0,3,0,1,1,3,1,1
5226,0,3,3,3,2,2,0,3,0,0
5227,2,2,4,3,2,0,1,3,0,0
5228,2,2,4,5,1,2,1,3,0,0
5229,0,2,0,3,0,1,1,3,0,0
5230,1,3,0,0,2,0,1,3,0,0
5231,1,0,0,3,2,2,1,3,1,0
5232,1,1,4,2,1,0,1,3,0,0
5233,2,3,0,4,0,0,1,3,1,0
5234,2,3,4,4,0,2,1,3,1,0
5235,2,2,3,1,2,0,1,2,0,0
5236,2,0,1,3,1,0,0,3,0,0
5237,1,3,4,5,2,0,0,3,0,0
5238,0,2,1,1,2,1,1,3,0,0
5239,0,0,2,5,0,2,0,3,0,0
5240,0,2,5,1,0,0,0,3,1,0
5241,1,3,0,1,1,0,0,3,0,0
5242,1,3,5,0,1,0,0,3,1,0
5243,0,0,3,0,0,0,0,2,0,0
5244,0,0,2,0,2,1,1,3,0,1
5245,1,3,2,5,0,2,1,2,0,0
5246,0,2,4,4,0,2,0,3,1,0
5247,1,1,2,2,2,1,1,3,0,0
5248,1,1,4,1,2,0,0,3,0,0
5249,2,3,4,3,0,2,0,3,0,0
5250,1,1,5,5,1,2,0,3,0,1
5251,2,2,2,3,0,1,1,2,0,0
5252,0,0,4,1,0,2,0,3,0,1
5253,0,2,3,2,0,0,0,3,0,0
